"B25064_001E","B25064_001M","GEO_ID","NAME"
"Estimate!!Median gross rent","Margin of Error!!Median gross rent","id","Geographic Area Name"
"1589","131","1400000US06037405102","Census Tract 4051.02, Los Angeles County, California"
"1560","171","1400000US06037405201","Census Tract 4052.01, Los Angeles County, California"
"1387","175","1400000US06037405202","Census Tract 4052.02, Los Angeles County, California"
"1979","227","1400000US06037405203","Census Tract 4052.03, Los Angeles County, California"
"1544","120","1400000US06037405301","Census Tract 4053.01, Los Angeles County, California"
"1633","134","1400000US06037405302","Census Tract 4053.02, Los Angeles County, California"
"1469","341","1400000US06037405400","Census Tract 4054, Los Angeles County, California"
"1509","195","1400000US06037405500","Census Tract 4055, Los Angeles County, California"
"762","233","1400000US06037405600","Census Tract 4056, Los Angeles County, California"
"1536","337","1400000US06037405701","Census Tract 4057.01, Los Angeles County, California"
"1490","148","1400000US06037405702","Census Tract 4057.02, Los Angeles County, California"
"1815","122","1400000US06037405800","Census Tract 4058, Los Angeles County, California"
"1424","361","1400000US06037405900","Census Tract 4059, Los Angeles County, California"
"1797","147","1400000US06037406000","Census Tract 4060, Los Angeles County, California"
"1545","262","1400000US06037406101","Census Tract 4061.01, Los Angeles County, California"
"1506","110","1400000US06037406103","Census Tract 4061.03, Los Angeles County, California"
"1231","111","1400000US06037406201","Census Tract 4062.01, Los Angeles County, California"
"1805","47","1400000US06037406300","Census Tract 4063, Los Angeles County, California"
"1479","228","1400000US06037406413","Census Tract 4064.13, Los Angeles County, California"
"1651","383","1400000US06037406500","Census Tract 4065, Los Angeles County, California"
"2035","665","1400000US06037406601","Census Tract 4066.01, Los Angeles County, California"
"1728","562","1400000US06037406602","Census Tract 4066.02, Los Angeles County, California"
"1958","209","1400000US06037406701","Census Tract 4067.01, Los Angeles County, California"
"2017","130","1400000US06037406702","Census Tract 4067.02, Los Angeles County, California"
"1745","432","1400000US06037406801","Census Tract 4068.01, Los Angeles County, California"
"1327","94","1400000US06037406903","Census Tract 4069.03, Los Angeles County, California"
"1793","115","1400000US06037407001","Census Tract 4070.01, Los Angeles County, California"
"1907","331","1400000US06037407002","Census Tract 4070.02, Los Angeles County, California"
"1431","57","1400000US06037407101","Census Tract 4071.01, Los Angeles County, California"
"1600","194","1400000US06037407102","Census Tract 4071.02, Los Angeles County, California"
"1509","290","1400000US06037407201","Census Tract 4072.01, Los Angeles County, California"
"1833","495","1400000US06037407202","Census Tract 4072.02, Los Angeles County, California"
"1941","284","1400000US06037407301","Census Tract 4073.01, Los Angeles County, California"
"2103","272","1400000US06037407302","Census Tract 4073.02, Los Angeles County, California"
"2550","1452","1400000US06037407400","Census Tract 4074, Los Angeles County, California"
"1596","137","1400000US06037407501","Census Tract 4075.01, Los Angeles County, California"
"1672","183","1400000US06037407502","Census Tract 4075.02, Los Angeles County, California"
"1200","147","1400000US06037407601","Census Tract 4076.01, Los Angeles County, California"
"1436","94","1400000US06037407602","Census Tract 4076.02, Los Angeles County, California"
"1260","99","1400000US06037407701","Census Tract 4077.01, Los Angeles County, California"
"1757","189","1400000US06037407702","Census Tract 4077.02, Los Angeles County, California"
"1420","838","1400000US06037407801","Census Tract 4078.01, Los Angeles County, California"
"2056","367","1400000US06037407802","Census Tract 4078.02, Los Angeles County, California"
"1880","546","1400000US06037407901","Census Tract 4079.01, Los Angeles County, California"
"1889","346","1400000US06037407902","Census Tract 4079.02, Los Angeles County, California"
"1701","135","1400000US06037408003","Census Tract 4080.03, Los Angeles County, California"
"1758","42","1400000US06037408004","Census Tract 4080.04, Los Angeles County, California"
"1803","102","1400000US06037408005","Census Tract 4080.05, Los Angeles County, California"
"1743","89","1400000US06037408006","Census Tract 4080.06, Los Angeles County, California"
"1718","98","1400000US06037408133","Census Tract 4081.33, Los Angeles County, California"
"1913","307","1400000US06037408134","Census Tract 4081.34, Los Angeles County, California"
"1868","108","1400000US06037408135","Census Tract 4081.35, Los Angeles County, California"
"2125","260","1400000US06037408136","Census Tract 4081.36, Los Angeles County, California"
"1812","81","1400000US06037408137","Census Tract 4081.37, Los Angeles County, California"
"1391","324","1400000US06037408138","Census Tract 4081.38, Los Angeles County, California"
"2015","454","1400000US06037408139","Census Tract 4081.39, Los Angeles County, California"
"1229","795","1400000US06037408140","Census Tract 4081.40, Los Angeles County, California"
"1564","249","1400000US06037408141","Census Tract 4081.41, Los Angeles County, California"
"1684","432","1400000US06037408212","Census Tract 4082.12, Los Angeles County, California"
"1571","137","1400000US06037408213","Census Tract 4082.13, Los Angeles County, California"
"1403","169","1400000US06037408301","Census Tract 4083.01, Los Angeles County, California"
"1924","617","1400000US06037408302","Census Tract 4083.02, Los Angeles County, California"
"1994","1294","1400000US06037408303","Census Tract 4083.03, Los Angeles County, California"
"1710","197","1400000US06037408401","Census Tract 4084.01, Los Angeles County, California"
"2522","412","1400000US06037408402","Census Tract 4084.02, Los Angeles County, California"
"2542","320","1400000US06037408503","Census Tract 4085.03, Los Angeles County, California"
"1914","163","1400000US06037408504","Census Tract 4085.04, Los Angeles County, California"
"2094","544","1400000US06037408505","Census Tract 4085.05, Los Angeles County, California"
"1893","162","1400000US06037408623","Census Tract 4086.23, Los Angeles County, California"
"2308","103","1400000US06037408624","Census Tract 4086.24, Los Angeles County, California"
"2137","181","1400000US06037408625","Census Tract 4086.25, Los Angeles County, California"
"1837","110","1400000US06037408626","Census Tract 4086.26, Los Angeles County, California"
"2524","426","1400000US06037408627","Census Tract 4086.27, Los Angeles County, California"
"1564","160","1400000US06037408628","Census Tract 4086.28, Los Angeles County, California"
"2369","488","1400000US06037408629","Census Tract 4086.29, Los Angeles County, California"
"1924","165","1400000US06037408631","Census Tract 4086.31, Los Angeles County, California"
"3207","811","1400000US06037408703","Census Tract 4087.03, Los Angeles County, California"
"1799","175","1400000US06037408705","Census Tract 4087.05, Los Angeles County, California"
"2161","553","1400000US06037408707","Census Tract 4087.07, Los Angeles County, California"
"1952","253","1400000US06037408722","Census Tract 4087.22, Los Angeles County, California"
"1409","64","1400000US06037408724","Census Tract 4087.24, Los Angeles County, California"
"1596","292","1400000US06037408725","Census Tract 4087.25, Los Angeles County, California"
"1602","104","1400000US06037408800","Census Tract 4088, Los Angeles County, California"
"1537","390","1400000US06037408900","Census Tract 4089, Los Angeles County, California"
"1868","209","1400000US06037409000","Census Tract 4090, Los Angeles County, California"
"1692","154","1400000US06037409100","Census Tract 4091, Los Angeles County, California"
"1952","993","1400000US06037430003","Census Tract 4300.03, Los Angeles County, California"
"2045","276","1400000US06037430004","Census Tract 4300.04, Los Angeles County, California"
"2279","1375","1400000US06037430005","Census Tract 4300.05, Los Angeles County, California"
"1340","107","1400000US06037430101","Census Tract 4301.01, Los Angeles County, California"
"1606","229","1400000US06037430102","Census Tract 4301.02, Los Angeles County, California"
"3,500+","***","1400000US06037430200","Census Tract 4302, Los Angeles County, California"
"2577","302","1400000US06037430301","Census Tract 4303.01, Los Angeles County, California"
"1635","152","1400000US06037430302","Census Tract 4303.02, Los Angeles County, California"
"1896","725","1400000US06037430400","Census Tract 4304, Los Angeles County, California"
"1862","140","1400000US06037430501","Census Tract 4305.01, Los Angeles County, California"
"1661","127","1400000US06037430502","Census Tract 4305.02, Los Angeles County, California"
"3,500+","***","1400000US06037430600","Census Tract 4306, Los Angeles County, California"
"1801","212","1400000US06037430701","Census Tract 4307.01, Los Angeles County, California"
"1515","135","1400000US06037430721","Census Tract 4307.21, Los Angeles County, California"
"1718","98","1400000US06037430723","Census Tract 4307.23, Los Angeles County, California"
"1773","153","1400000US06037430724","Census Tract 4307.24, Los Angeles County, California"
"1570","161","1400000US06037430801","Census Tract 4308.01, Los Angeles County, California"
"1821","335","1400000US06037430802","Census Tract 4308.02, Los Angeles County, California"
"1632","415","1400000US06037430803","Census Tract 4308.03, Los Angeles County, California"
"1640","92","1400000US06037430901","Census Tract 4309.01, Los Angeles County, California"
"1910","148","1400000US06037430902","Census Tract 4309.02, Los Angeles County, California"
"1111","115","1400000US06037431002","Census Tract 4310.02, Los Angeles County, California"
"1685","166","1400000US06037431003","Census Tract 4310.03, Los Angeles County, California"
"1545","211","1400000US06037431004","Census Tract 4310.04, Los Angeles County, California"
"1700","87","1400000US06037431100","Census Tract 4311, Los Angeles County, California"
"1390","361","1400000US06037431200","Census Tract 4312, Los Angeles County, California"
"1693","190","1400000US06037431300","Census Tract 4313, Los Angeles County, California"
"1233","275","1400000US06037431400","Census Tract 4314, Los Angeles County, California"
"1451","210","1400000US06037431501","Census Tract 4315.01, Los Angeles County, California"
"1923","333","1400000US06037431502","Census Tract 4315.02, Los Angeles County, California"
"1672","695","1400000US06037431600","Census Tract 4316, Los Angeles County, California"
"1815","496","1400000US06037431701","Census Tract 4317.01, Los Angeles County, California"
"1908","227","1400000US06037431800","Census Tract 4318, Los Angeles County, California"
"1455","125","1400000US06037431900","Census Tract 4319, Los Angeles County, California"
"1969","1798","1400000US06037432001","Census Tract 4320.01, Los Angeles County, California"
"1493","175","1400000US06037432002","Census Tract 4320.02, Los Angeles County, California"
"2051","179","1400000US06037432101","Census Tract 4321.01, Los Angeles County, California"
"1945","316","1400000US06037432102","Census Tract 4321.02, Los Angeles County, California"
"1544","471","1400000US06037432201","Census Tract 4322.01, Los Angeles County, California"
"1296","82","1400000US06037432202","Census Tract 4322.02, Los Angeles County, California"
"1787","146","1400000US06037432300","Census Tract 4323, Los Angeles County, California"
"1459","126","1400000US06037432401","Census Tract 4324.01, Los Angeles County, California"
"1322","61","1400000US06037432402","Census Tract 4324.02, Los Angeles County, California"
"1588","262","1400000US06037432501","Census Tract 4325.01, Los Angeles County, California"
"1290","277","1400000US06037432502","Census Tract 4325.02, Los Angeles County, California"
"1568","161","1400000US06037432601","Census Tract 4326.01, Los Angeles County, California"
"1587","160","1400000US06037432602","Census Tract 4326.02, Los Angeles County, California"
"1426","185","1400000US06037432700","Census Tract 4327, Los Angeles County, California"
"803","90","1400000US06037432801","Census Tract 4328.01, Los Angeles County, California"
"1345","54","1400000US06037432802","Census Tract 4328.02, Los Angeles County, California"
"1288","173","1400000US06037432901","Census Tract 4329.01, Los Angeles County, California"
"1379","119","1400000US06037432902","Census Tract 4329.02, Los Angeles County, California"
"1392","200","1400000US06037433103","Census Tract 4331.03, Los Angeles County, California"
"1086","140","1400000US06037433200","Census Tract 4332, Los Angeles County, California"
"1236","197","1400000US06037433302","Census Tract 4333.02, Los Angeles County, California"
"1327","73","1400000US06037433304","Census Tract 4333.04, Los Angeles County, California"
"1442","145","1400000US06037433305","Census Tract 4333.05, Los Angeles County, California"
"1407","125","1400000US06037433306","Census Tract 4333.06, Los Angeles County, California"
"1444","89","1400000US06037433307","Census Tract 4333.07, Los Angeles County, California"
"1357","85","1400000US06037433402","Census Tract 4334.02, Los Angeles County, California"
"1190","82","1400000US06037433403","Census Tract 4334.03, Los Angeles County, California"
"1436","78","1400000US06037433505","Census Tract 4335.05, Los Angeles County, California"
"1225","110","1400000US06037433506","Census Tract 4335.06, Los Angeles County, California"
"1420","184","1400000US06037433601","Census Tract 4336.01, Los Angeles County, California"
"1606","171","1400000US06037433602","Census Tract 4336.02, Los Angeles County, California"
"1475","171","1400000US06037433803","Census Tract 4338.03, Los Angeles County, California"
"1473","174","1400000US06037433804","Census Tract 4338.04, Los Angeles County, California"
"1342","85","1400000US06037433901","Census Tract 4339.01, Los Angeles County, California"
"1246","89","1400000US06037433903","Census Tract 4339.03, Los Angeles County, California"
"1452","162","1400000US06037434001","Census Tract 4340.01, Los Angeles County, California"
"1384","142","1400000US06037434003","Census Tract 4340.03, Los Angeles County, California"
"1429","117","1400000US06037434004","Census Tract 4340.04, Los Angeles County, California"
"1406","112","1400000US06037434100","Census Tract 4341, Los Angeles County, California"
"1625","1060","1400000US06037460001","Census Tract 4600.01, Los Angeles County, California"
"-","**","1400000US06037460002","Census Tract 4600.02, Los Angeles County, California"
"1832","387","1400000US06037460101","Census Tract 4601.01, Los Angeles County, California"
"1858","246","1400000US06037460200","Census Tract 4602, Los Angeles County, California"
"2155","548","1400000US06037460301","Census Tract 4603.01, Los Angeles County, California"
"1843","226","1400000US06037460302","Census Tract 4603.02, Los Angeles County, California"
"1796","170","1400000US06037460401","Census Tract 4604.01, Los Angeles County, California"
"3,500+","***","1400000US06037460501","Census Tract 4605.01, Los Angeles County, California"
"3,500+","***","1400000US06037460502","Census Tract 4605.02, Los Angeles County, California"
"2426","838","1400000US06037460601","Census Tract 4606.01, Los Angeles County, California"
"2633","283","1400000US06037460700","Census Tract 4607, Los Angeles County, California"
"-","**","1400000US06037460800","Census Tract 4608, Los Angeles County, California"
"1865","259","1400000US06037460900","Census Tract 4609, Los Angeles County, California"
"1475","172","1400000US06037461000","Census Tract 4610, Los Angeles County, California"
"1730","196","1400000US06037461100","Census Tract 4611, Los Angeles County, California"
"1816","128","1400000US06037461200","Census Tract 4612, Los Angeles County, California"
"1904","449","1400000US06037461300","Census Tract 4613, Los Angeles County, California"
"1818","207","1400000US06037461400","Census Tract 4614, Los Angeles County, California"
"1740","203","1400000US06037461501","Census Tract 4615.01, Los Angeles County, California"
"1571","126","1400000US06037461502","Census Tract 4615.02, Los Angeles County, California"
"1628","222","1400000US06037461600","Census Tract 4616, Los Angeles County, California"
"2354","202","1400000US06037461700","Census Tract 4617, Los Angeles County, California"
"1343","114","1400000US06037461901","Census Tract 4619.01, Los Angeles County, California"
"1554","529","1400000US06037461902","Census Tract 4619.02, Los Angeles County, California"
"1487","132","1400000US06037462001","Census Tract 4620.01, Los Angeles County, California"
"1255","159","1400000US06037462002","Census Tract 4620.02, Los Angeles County, California"
"1461","91","1400000US06037462100","Census Tract 4621, Los Angeles County, California"
"1435","118","1400000US06037462201","Census Tract 4622.01, Los Angeles County, California"
"2319","113","1400000US06037462202","Census Tract 4622.02, Los Angeles County, California"
"1691","82","1400000US06037462301","Census Tract 4623.01, Los Angeles County, California"
"1851","112","1400000US06037462302","Census Tract 4623.02, Los Angeles County, California"
"1764","179","1400000US06037462400","Census Tract 4624, Los Angeles County, California"
"1866","384","1400000US06037462500","Census Tract 4625, Los Angeles County, California"
"1230","211","1400000US06037462600","Census Tract 4626, Los Angeles County, California"
"1682","148","1400000US06037462700","Census Tract 4627, Los Angeles County, California"
"1966","317","1400000US06037462800","Census Tract 4628, Los Angeles County, California"
"1959","359","1400000US06037462900","Census Tract 4629, Los Angeles County, California"
"2307","144","1400000US06037463000","Census Tract 4630, Los Angeles County, California"
"1894","188","1400000US06037463103","Census Tract 4631.03, Los Angeles County, California"
"1717","148","1400000US06037463200","Census Tract 4632, Los Angeles County, California"
"1612","199","1400000US06037463300","Census Tract 4633, Los Angeles County, California"
"1724","78","1400000US06037463400","Census Tract 4634, Los Angeles County, California"
"1854","181","1400000US06037463500","Census Tract 4635, Los Angeles County, California"
"1922","122","1400000US06037463601","Census Tract 4636.01, Los Angeles County, California"
"2366","169","1400000US06037463602","Census Tract 4636.02, Los Angeles County, California"
"2636","192","1400000US06037463700","Census Tract 4637, Los Angeles County, California"
"2778","1818","1400000US06037463800","Census Tract 4638, Los Angeles County, California"
"2089","644","1400000US06037463900","Census Tract 4639, Los Angeles County, California"
"1759","159","1400000US06037464000","Census Tract 4640, Los Angeles County, California"
"-","**","1400000US06037464101","Census Tract 4641.01, Los Angeles County, California"
"2463","2412","1400000US06037464102","Census Tract 4641.02, Los Angeles County, California"
"3,500+","***","1400000US06037464200","Census Tract 4642, Los Angeles County, California"
"2447","499","1400000US06037480002","Census Tract 4800.02, Los Angeles County, California"
"1615","186","1400000US06037480011","Census Tract 4800.11, Los Angeles County, California"
"1545","139","1400000US06037480012","Census Tract 4800.12, Los Angeles County, California"
"1918","181","1400000US06037480101","Census Tract 4801.01, Los Angeles County, California"
"1667","201","1400000US06037480102","Census Tract 4801.02, Los Angeles County, California"
"2309","167","1400000US06037480201","Census Tract 4802.01, Los Angeles County, California"
"1863","224","1400000US06037480202","Census Tract 4802.02, Los Angeles County, California"
"1420","122","1400000US06037480302","Census Tract 4803.02, Los Angeles County, California"
"1605","114","1400000US06037480303","Census Tract 4803.03, Los Angeles County, California"
"1409","66","1400000US06037480304","Census Tract 4803.04, Los Angeles County, California"
"1673","104","1400000US06037480400","Census Tract 4804, Los Angeles County, California"
"1543","263","1400000US06037480500","Census Tract 4805, Los Angeles County, California"
"1920","97","1400000US06037480601","Census Tract 4806.01, Los Angeles County, California"
"1839","107","1400000US06037480602","Census Tract 4806.02, Los Angeles County, California"
"2175","256","1400000US06037480702","Census Tract 4807.02, Los Angeles County, California"
"1765","131","1400000US06037480703","Census Tract 4807.03, Los Angeles County, California"
"1754","55","1400000US06037480704","Census Tract 4807.04, Los Angeles County, California"
"1200","164","1400000US06037480802","Census Tract 4808.02, Los Angeles County, California"
"1589","186","1400000US06037480803","Census Tract 4808.03, Los Angeles County, California"
"1510","94","1400000US06037480804","Census Tract 4808.04, Los Angeles County, California"
"1457","85","1400000US06037480901","Census Tract 4809.01, Los Angeles County, California"
"1392","43","1400000US06037480902","Census Tract 4809.02, Los Angeles County, California"
"1398","226","1400000US06037480903","Census Tract 4809.03, Los Angeles County, California"
"1579","219","1400000US06037481001","Census Tract 4810.01, Los Angeles County, California"
"1597","171","1400000US06037481002","Census Tract 4810.02, Los Angeles County, California"
"1503","114","1400000US06037481101","Census Tract 4811.01, Los Angeles County, California"
"1674","51","1400000US06037481102","Census Tract 4811.02, Los Angeles County, California"
"1433","286","1400000US06037481103","Census Tract 4811.03, Los Angeles County, California"
"1662","207","1400000US06037481201","Census Tract 4812.01, Los Angeles County, California"
"1472","112","1400000US06037481203","Census Tract 4812.03, Los Angeles County, California"
"1219","425","1400000US06037481300","Census Tract 4813, Los Angeles County, California"
"1476","96","1400000US06037481401","Census Tract 4814.01, Los Angeles County, California"
"1382","74","1400000US06037481403","Census Tract 4814.03, Los Angeles County, California"
"1460","582","1400000US06037481404","Census Tract 4814.04, Los Angeles County, California"
"1719","118","1400000US06037481500","Census Tract 4815, Los Angeles County, California"
"1440","132","1400000US06037481603","Census Tract 4816.03, Los Angeles County, California"
"1454","105","1400000US06037481604","Census Tract 4816.04, Los Angeles County, California"
"1289","190","1400000US06037481605","Census Tract 4816.05, Los Angeles County, California"
"1462","74","1400000US06037481606","Census Tract 4816.06, Los Angeles County, California"
"1510","140","1400000US06037481711","Census Tract 4817.11, Los Angeles County, California"
"1509","141","1400000US06037481712","Census Tract 4817.12, Los Angeles County, California"
"1683","220","1400000US06037481713","Census Tract 4817.13, Los Angeles County, California"
"1200","107","1400000US06037481714","Census Tract 4817.14, Los Angeles County, California"
"1682","866","1400000US06037481800","Census Tract 4818, Los Angeles County, California"
"1841","277","1400000US06037481901","Census Tract 4819.01, Los Angeles County, California"
"1527","153","1400000US06037481902","Census Tract 4819.02, Los Angeles County, California"
"1721","173","1400000US06037482001","Census Tract 4820.01, Los Angeles County, California"
"1244","235","1400000US06037482002","Census Tract 4820.02, Los Angeles County, California"
"1496","183","1400000US06037482101","Census Tract 4821.01, Los Angeles County, California"
"2163","366","1400000US06037482102","Census Tract 4821.02, Los Angeles County, California"
"1388","129","1400000US06037482201","Census Tract 4822.01, Los Angeles County, California"
"1634","162","1400000US06037482202","Census Tract 4822.02, Los Angeles County, California"
"1455","153","1400000US06037482301","Census Tract 4823.01, Los Angeles County, California"
"1449","69","1400000US06037482303","Census Tract 4823.03, Los Angeles County, California"
"1292","143","1400000US06037482304","Census Tract 4823.04, Los Angeles County, California"
"1441","226","1400000US06037482401","Census Tract 4824.01, Los Angeles County, California"
"1334","108","1400000US06037482403","Census Tract 4824.03, Los Angeles County, California"
"2181","223","1400000US06037482404","Census Tract 4824.04, Los Angeles County, California"
"1225","122","1400000US06037482502","Census Tract 4825.02, Los Angeles County, California"
"1536","167","1400000US06037482503","Census Tract 4825.03, Los Angeles County, California"
"1794","195","1400000US06037482521","Census Tract 4825.21, Los Angeles County, California"
"1564","128","1400000US06037482522","Census Tract 4825.22, Los Angeles County, California"
"1868","535","1400000US06037482600","Census Tract 4826, Los Angeles County, California"
"1570","186","1400000US06037482701","Census Tract 4827.01, Los Angeles County, California"
"1781","179","1400000US06037482702","Census Tract 4827.02, Los Angeles County, California"
"1506","278","1400000US06037482801","Census Tract 4828.01, Los Angeles County, California"
"-","**","1400000US06037500100","Census Tract 5001, Los Angeles County, California"
"1421","275","1400000US06037500202","Census Tract 5002.02, Los Angeles County, California"
"2600","1053","1400000US06037500203","Census Tract 5002.03, Los Angeles County, California"
"3250","940","1400000US06037500204","Census Tract 5002.04, Los Angeles County, California"
"2053","290","1400000US06037500300","Census Tract 5003, Los Angeles County, California"
"1264","183","1400000US06037500402","Census Tract 5004.02, Los Angeles County, California"
"2181","187","1400000US06037500403","Census Tract 5004.03, Los Angeles County, California"
"1773","360","1400000US06037500404","Census Tract 5004.04, Los Angeles County, California"
"1319","251","1400000US06037500500","Census Tract 5005, Los Angeles County, California"
"1265","246","1400000US06037500600","Census Tract 5006, Los Angeles County, California"
"1756","142","1400000US06037500700","Census Tract 5007, Los Angeles County, California"
"1905","242","1400000US06037500800","Census Tract 5008, Los Angeles County, California"
"1197","262","1400000US06037500900","Census Tract 5009, Los Angeles County, California"
"1578","186","1400000US06037501001","Census Tract 5010.01, Los Angeles County, California"
"1762","228","1400000US06037501002","Census Tract 5010.02, Los Angeles County, California"
"1425","129","1400000US06037501200","Census Tract 5012, Los Angeles County, California"
"1458","365","1400000US06037501301","Census Tract 5013.01, Los Angeles County, California"
"1356","198","1400000US06037501302","Census Tract 5013.02, Los Angeles County, California"
"1314","142","1400000US06037501400","Census Tract 5014, Los Angeles County, California"
"1811","460","1400000US06037501501","Census Tract 5015.01, Los Angeles County, California"
"1461","105","1400000US06037501503","Census Tract 5015.03, Los Angeles County, California"
"1109","117","1400000US06037501504","Census Tract 5015.04, Los Angeles County, California"
"1456","126","1400000US06037501600","Census Tract 5016, Los Angeles County, California"
"1486","139","1400000US06037501700","Census Tract 5017, Los Angeles County, California"
"1609","180","1400000US06037501802","Census Tract 5018.02, Los Angeles County, California"
"1208","61","1400000US06037501803","Census Tract 5018.03, Los Angeles County, California"
"1282","80","1400000US06037501804","Census Tract 5018.04, Los Angeles County, California"
"-","**","1400000US06037501900","Census Tract 5019, Los Angeles County, California"
"1380","89","1400000US06037502003","Census Tract 5020.03, Los Angeles County, California"
"1597","200","1400000US06037502004","Census Tract 5020.04, Los Angeles County, California"
"1629","98","1400000US06037502005","Census Tract 5020.05, Los Angeles County, California"
"1354","307","1400000US06037502100","Census Tract 5021, Los Angeles County, California"
"1650","372","1400000US06037502200","Census Tract 5022, Los Angeles County, California"
"1409","199","1400000US06037502303","Census Tract 5023.03, Los Angeles County, California"
"1102","851","1400000US06037502401","Census Tract 5024.01, Los Angeles County, California"
"1763","245","1400000US06037502402","Census Tract 5024.02, Los Angeles County, California"
"1360","57","1400000US06037502500","Census Tract 5025, Los Angeles County, California"
"1305","145","1400000US06037502602","Census Tract 5026.02, Los Angeles County, California"
"1788","149","1400000US06037502603","Census Tract 5026.03, Los Angeles County, California"
"1161","395","1400000US06037502604","Census Tract 5026.04, Los Angeles County, California"
"1452","189","1400000US06037502700","Census Tract 5027, Los Angeles County, California"
"2008","316","1400000US06037502801","Census Tract 5028.01, Los Angeles County, California"
"2224","232","1400000US06037502901","Census Tract 5029.01, Los Angeles County, California"
"1309","344","1400000US06037503000","Census Tract 5030, Los Angeles County, California"
"2186","80","1400000US06037503103","Census Tract 5031.03, Los Angeles County, California"
"1639","91","1400000US06037503104","Census Tract 5031.04, Los Angeles County, California"
"1496","169","1400000US06037503105","Census Tract 5031.05, Los Angeles County, California"
"1757","282","1400000US06037503106","Census Tract 5031.06, Los Angeles County, California"
"-","**","1400000US06037503201","Census Tract 5032.01, Los Angeles County, California"
"1181","162","1400000US06037503202","Census Tract 5032.02, Los Angeles County, California"
"2192","166","1400000US06037503301","Census Tract 5033.01, Los Angeles County, California"
"1464","107","1400000US06037503302","Census Tract 5033.02, Los Angeles County, California"
"1813","296","1400000US06037503401","Census Tract 5034.01, Los Angeles County, California"
"2032","348","1400000US06037503402","Census Tract 5034.02, Los Angeles County, California"
"1504","182","1400000US06037503501","Census Tract 5035.01, Los Angeles County, California"
"1835","427","1400000US06037503502","Census Tract 5035.02, Los Angeles County, California"
"1530","593","1400000US06037503601","Census Tract 5036.01, Los Angeles County, California"
"1963","373","1400000US06037503602","Census Tract 5036.02, Los Angeles County, California"
"1379","113","1400000US06037503701","Census Tract 5037.01, Los Angeles County, California"
"1681","146","1400000US06037503702","Census Tract 5037.02, Los Angeles County, California"
"1193","181","1400000US06037503704","Census Tract 5037.04, Los Angeles County, California"
"1947","773","1400000US06037503705","Census Tract 5037.05, Los Angeles County, California"
"2274","184","1400000US06037503801","Census Tract 5038.01, Los Angeles County, California"
"2152","328","1400000US06037503802","Census Tract 5038.02, Los Angeles County, California"
"2532","909","1400000US06037503901","Census Tract 5039.01, Los Angeles County, California"
"2511","298","1400000US06037503902","Census Tract 5039.02, Los Angeles County, California"
"1088","1061","1400000US06037504001","Census Tract 5040.01, Los Angeles County, California"
"1250","505","1400000US06037504002","Census Tract 5040.02, Los Angeles County, California"
"1259","272","1400000US06037504101","Census Tract 5041.01, Los Angeles County, California"
"1391","110","1400000US06037504200","Census Tract 5042, Los Angeles County, California"
"1375","962","1400000US06037530005","Census Tract 5300.05, Los Angeles County, California"
"1659","37","1400000US06037530006","Census Tract 5300.06, Los Angeles County, California"
"1749","171","1400000US06037530007","Census Tract 5300.07, Los Angeles County, California"
"1347","128","1400000US06037530101","Census Tract 5301.01, Los Angeles County, California"
"1260","99","1400000US06037530102","Census Tract 5301.02, Los Angeles County, California"
"1418","212","1400000US06037530202","Census Tract 5302.02, Los Angeles County, California"
"1300","112","1400000US06037530203","Census Tract 5302.03, Los Angeles County, California"
"1587","117","1400000US06037530204","Census Tract 5302.04, Los Angeles County, California"
"1183","106","1400000US06037530301","Census Tract 5303.01, Los Angeles County, California"
"1097","106","1400000US06037530302","Census Tract 5303.02, Los Angeles County, California"
"915","262","1400000US06037530400","Census Tract 5304, Los Angeles County, California"
"1162","71","1400000US06037530500","Census Tract 5305, Los Angeles County, California"
"1308","108","1400000US06037530603","Census Tract 5306.03, Los Angeles County, California"
"1190","93","1400000US06037530700","Census Tract 5307, Los Angeles County, California"
"1130","79","1400000US06037530801","Census Tract 5308.01, Los Angeles County, California"
"1250","144","1400000US06037530802","Census Tract 5308.02, Los Angeles County, California"
"1353","160","1400000US06037530901","Census Tract 5309.01, Los Angeles County, California"
"922","147","1400000US06037530902","Census Tract 5309.02, Los Angeles County, California"
"1320","95","1400000US06037531000","Census Tract 5310, Los Angeles County, California"
"1300","157","1400000US06037531101","Census Tract 5311.01, Los Angeles County, California"
"1185","118","1400000US06037531102","Census Tract 5311.02, Los Angeles County, California"
"1153","124","1400000US06037531201","Census Tract 5312.01, Los Angeles County, California"
"1219","130","1400000US06037531202","Census Tract 5312.02, Los Angeles County, California"
"1203","69","1400000US06037531301","Census Tract 5313.01, Los Angeles County, California"
"1201","276","1400000US06037531302","Census Tract 5313.02, Los Angeles County, California"
"1150","129","1400000US06037531502","Census Tract 5315.02, Los Angeles County, California"
"1142","42","1400000US06037531503","Census Tract 5315.03, Los Angeles County, California"
"1169","123","1400000US06037531504","Census Tract 5315.04, Los Angeles County, California"
"1160","209","1400000US06037531602","Census Tract 5316.02, Los Angeles County, California"
"1245","174","1400000US06037531603","Census Tract 5316.03, Los Angeles County, California"
"1181","87","1400000US06037531604","Census Tract 5316.04, Los Angeles County, California"
"1193","194","1400000US06037531701","Census Tract 5317.01, Los Angeles County, California"
"1123","69","1400000US06037531702","Census Tract 5317.02, Los Angeles County, California"
