"B25064_001E","B25064_001M","GEO_ID","NAME"
"Estimate!!Median gross rent","Margin of Error!!Median gross rent","id","Geographic Area Name"
"1130","84","1400000US06037203900","Census Tract 2039, Los Angeles County, California"
"1003","193","1400000US06037204110","Census Tract 2041.10, Los Angeles County, California"
"1333","171","1400000US06037204120","Census Tract 2041.20, Los Angeles County, California"
"1029","122","1400000US06037204200","Census Tract 2042, Los Angeles County, California"
"1092","65","1400000US06037204300","Census Tract 2043, Los Angeles County, California"
"1192","91","1400000US06037204410","Census Tract 2044.10, Los Angeles County, California"
"1051","70","1400000US06037204420","Census Tract 2044.20, Los Angeles County, California"
"1172","134","1400000US06037204600","Census Tract 2046, Los Angeles County, California"
"1193","132","1400000US06037204700","Census Tract 2047, Los Angeles County, California"
"1191","87","1400000US06037204810","Census Tract 2048.10, Los Angeles County, California"
"1472","158","1400000US06037204820","Census Tract 2048.20, Los Angeles County, California"
"1002","117","1400000US06037204910","Census Tract 2049.10, Los Angeles County, California"
"1072","119","1400000US06037204920","Census Tract 2049.20, Los Angeles County, California"
"1345","56","1400000US06037205110","Census Tract 2051.10, Los Angeles County, California"
"1089","90","1400000US06037205120","Census Tract 2051.20, Los Angeles County, California"
"1140","257","1400000US06037206010","Census Tract 2060.10, Los Angeles County, California"
"2432","128","1400000US06037206020","Census Tract 2060.20, Los Angeles County, California"
"994","114","1400000US06037206050","Census Tract 2060.50, Los Angeles County, California"
"2195","441","1400000US06037206051","Census Tract 2060.51, Los Angeles County, California"
"2695","94","1400000US06037206052","Census Tract 2060.52, Los Angeles County, California"
"999","212","1400000US06037206053","Census Tract 2060.53, Los Angeles County, California"
"1281","138","1400000US06037206054","Census Tract 2060.54, Los Angeles County, California"
"2097","634","1400000US06037206201","Census Tract 2062.01, Los Angeles County, California"
"-","**","1400000US06037206202","Census Tract 2062.02, Los Angeles County, California"
"342","112","1400000US06037206301","Census Tract 2063.01, Los Angeles County, California"
"272","48","1400000US06037206302","Census Tract 2063.02, Los Angeles County, California"
"292","121","1400000US06037206303","Census Tract 2063.03, Los Angeles County, California"
"1881","191","1400000US06037207101","Census Tract 2071.01, Los Angeles County, California"
"1341","415","1400000US06037207102","Census Tract 2071.02, Los Angeles County, California"
"1008","115","1400000US06037207103","Census Tract 2071.03, Los Angeles County, California"
"1461","1115","1400000US06037207303","Census Tract 2073.03, Los Angeles County, California"
"-","**","1400000US06037207304","Census Tract 2073.04, Los Angeles County, California"
"1991","318","1400000US06037207305","Census Tract 2073.05, Los Angeles County, California"
"953","259","1400000US06037207306","Census Tract 2073.06, Los Angeles County, California"
"459","302","1400000US06037207307","Census Tract 2073.07, Los Angeles County, California"
"2308","146","1400000US06037207308","Census Tract 2073.08, Los Angeles County, California"
"2459","228","1400000US06037207400","Census Tract 2074, Los Angeles County, California"
"2156","152","1400000US06037207501","Census Tract 2075.01, Los Angeles County, California"
"477","28","1400000US06037207502","Census Tract 2075.02, Los Angeles County, California"
"2778","262","1400000US06037207711","Census Tract 2077.11, Los Angeles County, California"
"2381","289","1400000US06037207712","Census Tract 2077.12, Los Angeles County, California"
"2428","168","1400000US06037207901","Census Tract 2079.01, Los Angeles County, California"
"2638","118","1400000US06037207902","Census Tract 2079.02, Los Angeles County, California"
"2212","228","1400000US06037208001","Census Tract 2080.01, Los Angeles County, California"
"1086","71","1400000US06037208002","Census Tract 2080.02, Los Angeles County, California"
"1293","106","1400000US06037208301","Census Tract 2083.01, Los Angeles County, California"
"971","104","1400000US06037208302","Census Tract 2083.02, Los Angeles County, California"
"1161","97","1400000US06037208401","Census Tract 2084.01, Los Angeles County, California"
"1264","107","1400000US06037208402","Census Tract 2084.02, Los Angeles County, California"
"1535","97","1400000US06037208501","Census Tract 2085.01, Los Angeles County, California"
"1076","169","1400000US06037208502","Census Tract 2085.02, Los Angeles County, California"
"1372","63","1400000US06037208610","Census Tract 2086.10, Los Angeles County, California"
"1398","83","1400000US06037208620","Census Tract 2086.20, Los Angeles County, California"
"1515","109","1400000US06037208710","Census Tract 2087.10, Los Angeles County, California"
"948","114","1400000US06037208720","Census Tract 2087.20, Los Angeles County, California"
"1221","91","1400000US06037208801","Census Tract 2088.01, Los Angeles County, California"
"1190","98","1400000US06037208802","Census Tract 2088.02, Los Angeles County, California"
"1181","96","1400000US06037208902","Census Tract 2089.02, Los Angeles County, California"
"1042","103","1400000US06037208903","Census Tract 2089.03, Los Angeles County, California"
"833","80","1400000US06037208904","Census Tract 2089.04, Los Angeles County, California"
"991","51","1400000US06037209103","Census Tract 2091.03, Los Angeles County, California"
"918","89","1400000US06037209104","Census Tract 2091.04, Los Angeles County, California"
"1031","114","1400000US06037209105","Census Tract 2091.05, Los Angeles County, California"
"1066","147","1400000US06037209106","Census Tract 2091.06, Los Angeles County, California"
"2333","78","1400000US06037209201","Census Tract 2092.01, Los Angeles County, California"
"1098","88","1400000US06037209202","Census Tract 2092.02, Los Angeles County, California"
"1051","92","1400000US06037209300","Census Tract 2093, Los Angeles County, California"
"915","78","1400000US06037209401","Census Tract 2094.01, Los Angeles County, California"
"957","65","1400000US06037209402","Census Tract 2094.02, Los Angeles County, California"
"809","106","1400000US06037209403","Census Tract 2094.03, Los Angeles County, California"
"1149","54","1400000US06037209510","Census Tract 2095.10, Los Angeles County, California"
"1018","79","1400000US06037209520","Census Tract 2095.20, Los Angeles County, California"
"900","76","1400000US06037209810","Census Tract 2098.10, Los Angeles County, California"
"980","54","1400000US06037209820","Census Tract 2098.20, Los Angeles County, California"
"906","78","1400000US06037210010","Census Tract 2100.10, Los Angeles County, California"
"2402","153","1400000US06037211000","Census Tract 2110, Los Angeles County, California"
"1488","109","1400000US06037211121","Census Tract 2111.21, Los Angeles County, California"
"1587","141","1400000US06037211122","Census Tract 2111.22, Los Angeles County, California"
"1629","898","1400000US06037211123","Census Tract 2111.23, Los Angeles County, California"
"1552","134","1400000US06037211124","Census Tract 2111.24, Los Angeles County, California"
"1472","117","1400000US06037211201","Census Tract 2112.01, Los Angeles County, California"
"1118","86","1400000US06037211202","Census Tract 2112.02, Los Angeles County, California"
"1257","108","1400000US06037211310","Census Tract 2113.10, Los Angeles County, California"
"1212","104","1400000US06037211320","Census Tract 2113.20, Los Angeles County, California"
"1343","118","1400000US06037211410","Census Tract 2114.10, Los Angeles County, California"
"1332","66","1400000US06037211420","Census Tract 2114.20, Los Angeles County, California"
"1256","195","1400000US06037211500","Census Tract 2115, Los Angeles County, California"
"1621","191","1400000US06037211701","Census Tract 2117.01, Los Angeles County, California"
"1332","129","1400000US06037211703","Census Tract 2117.03, Los Angeles County, California"
"1435","101","1400000US06037211704","Census Tract 2117.04, Los Angeles County, California"
"1280","125","1400000US06037211802","Census Tract 2118.02, Los Angeles County, California"
"1545","103","1400000US06037211803","Census Tract 2118.03, Los Angeles County, California"
"1448","67","1400000US06037211804","Census Tract 2118.04, Los Angeles County, California"
"1356","47","1400000US06037211910","Census Tract 2119.10, Los Angeles County, California"
"1306","74","1400000US06037211921","Census Tract 2119.21, Los Angeles County, California"
"1320","159","1400000US06037211922","Census Tract 2119.22, Los Angeles County, California"
"1659","93","1400000US06037212101","Census Tract 2121.01, Los Angeles County, California"
"1236","138","1400000US06037212102","Census Tract 2121.02, Los Angeles County, California"
"1433","113","1400000US06037212202","Census Tract 2122.02, Los Angeles County, California"
"1001","186","1400000US06037212203","Census Tract 2122.03, Los Angeles County, California"
"1091","78","1400000US06037212204","Census Tract 2122.04, Los Angeles County, California"
"1437","158","1400000US06037212303","Census Tract 2123.03, Los Angeles County, California"
"1083","65","1400000US06037212304","Census Tract 2123.04, Los Angeles County, California"
"1208","66","1400000US06037212305","Census Tract 2123.05, Los Angeles County, California"
"1470","102","1400000US06037212306","Census Tract 2123.06, Los Angeles County, California"
"1480","114","1400000US06037212410","Census Tract 2124.10, Los Angeles County, California"
"1352","63","1400000US06037212420","Census Tract 2124.20, Los Angeles County, California"
"1362","51","1400000US06037212501","Census Tract 2125.01, Los Angeles County, California"
"1564","202","1400000US06037212502","Census Tract 2125.02, Los Angeles County, California"
"1375","82","1400000US06037212610","Census Tract 2126.10, Los Angeles County, California"
"1358","47","1400000US06037212620","Census Tract 2126.20, Los Angeles County, California"
"1481","159","1400000US06037212701","Census Tract 2127.01, Los Angeles County, California"
"1991","296","1400000US06037212702","Census Tract 2127.02, Los Angeles County, California"
"1235","168","1400000US06037212800","Census Tract 2128, Los Angeles County, California"
"1212","79","1400000US06037212900","Census Tract 2129, Los Angeles County, California"
"1203","64","1400000US06037213100","Census Tract 2131, Los Angeles County, California"
"1254","125","1400000US06037213201","Census Tract 2132.01, Los Angeles County, California"
"1218","168","1400000US06037213202","Census Tract 2132.02, Los Angeles County, California"
"1254","103","1400000US06037213310","Census Tract 2133.10, Los Angeles County, California"
"1034","95","1400000US06037213320","Census Tract 2133.20, Los Angeles County, California"
"1227","73","1400000US06037213401","Census Tract 2134.01, Los Angeles County, California"
"1289","132","1400000US06037213402","Census Tract 2134.02, Los Angeles County, California"
"1807","201","1400000US06037214000","Census Tract 2140, Los Angeles County, California"
"2467","302","1400000US06037214100","Census Tract 2141, Los Angeles County, California"
"2257","158","1400000US06037214400","Census Tract 2144, Los Angeles County, California"
"2779","113","1400000US06037214501","Census Tract 2145.01, Los Angeles County, California"
"2496","101","1400000US06037214503","Census Tract 2145.03, Los Angeles County, California"
"2410","80","1400000US06037214504","Census Tract 2145.04, Los Angeles County, California"
"2771","490","1400000US06037214505","Census Tract 2145.05, Los Angeles County, California"
"2200","215","1400000US06037214600","Census Tract 2146, Los Angeles County, California"
"1771","145","1400000US06037214700","Census Tract 2147, Los Angeles County, California"
"1939","192","1400000US06037214800","Census Tract 2148, Los Angeles County, California"
"2251","168","1400000US06037214902","Census Tract 2149.02, Los Angeles County, California"
"2012","327","1400000US06037214903","Census Tract 2149.03, Los Angeles County, California"
"2222","219","1400000US06037214904","Census Tract 2149.04, Los Angeles County, California"
"2061","178","1400000US06037215101","Census Tract 2151.01, Los Angeles County, California"
"1899","150","1400000US06037215102","Census Tract 2151.02, Los Angeles County, California"
"2167","326","1400000US06037216100","Census Tract 2161, Los Angeles County, California"
"2234","180","1400000US06037216201","Census Tract 2162.01, Los Angeles County, California"
"1879","123","1400000US06037216202","Census Tract 2162.02, Los Angeles County, California"
"2723","358","1400000US06037216301","Census Tract 2163.01, Los Angeles County, California"
"1843","183","1400000US06037216302","Census Tract 2163.02, Los Angeles County, California"
"1832","71","1400000US06037216401","Census Tract 2164.01, Los Angeles County, California"
"2144","174","1400000US06037216402","Census Tract 2164.02, Los Angeles County, California"
"1896","233","1400000US06037216700","Census Tract 2167, Los Angeles County, California"
"1950","232","1400000US06037216800","Census Tract 2168, Los Angeles County, California"
"1771","184","1400000US06037216901","Census Tract 2169.01, Los Angeles County, California"
"1828","187","1400000US06037216902","Census Tract 2169.02, Los Angeles County, California"
"1945","365","1400000US06037217001","Census Tract 2170.01, Los Angeles County, California"
"1951","214","1400000US06037217002","Census Tract 2170.02, Los Angeles County, California"
"1401","103","1400000US06037217101","Census Tract 2171.01, Los Angeles County, California"
"1894","470","1400000US06037217102","Census Tract 2171.02, Los Angeles County, California"
"1518","180","1400000US06037217200","Census Tract 2172, Los Angeles County, California"
"1233","161","1400000US06037218110","Census Tract 2181.10, Los Angeles County, California"
"1030","177","1400000US06037218120","Census Tract 2181.20, Los Angeles County, California"
"1337","129","1400000US06037218210","Census Tract 2182.10, Los Angeles County, California"
"1728","146","1400000US06037218220","Census Tract 2182.20, Los Angeles County, California"
"1558","186","1400000US06037218300","Census Tract 2183, Los Angeles County, California"
"1613","127","1400000US06037218400","Census Tract 2184, Los Angeles County, California"
"1330","108","1400000US06037218500","Census Tract 2185, Los Angeles County, California"
"1266","129","1400000US06037218600","Census Tract 2186, Los Angeles County, California"
"1469","243","1400000US06037218701","Census Tract 2187.01, Los Angeles County, California"
"1335","208","1400000US06037218702","Census Tract 2187.02, Los Angeles County, California"
"1385","114","1400000US06037218800","Census Tract 2188, Los Angeles County, California"
"1359","108","1400000US06037218900","Census Tract 2189, Los Angeles County, California"
"1232","120","1400000US06037219010","Census Tract 2190.10, Los Angeles County, California"
"1322","129","1400000US06037219020","Census Tract 2190.20, Los Angeles County, California"
"1202","74","1400000US06037219300","Census Tract 2193, Los Angeles County, California"
"1410","242","1400000US06037219500","Census Tract 2195, Los Angeles County, California"
"1335","167","1400000US06037219700","Census Tract 2197, Los Angeles County, California"
"1294","132","1400000US06037219800","Census Tract 2198, Los Angeles County, California"
"1194","102","1400000US06037219901","Census Tract 2199.01, Los Angeles County, California"
"1406","80","1400000US06037219902","Census Tract 2199.02, Los Angeles County, California"
"1376","396","1400000US06037220000","Census Tract 2200, Los Angeles County, California"
"1022","540","1400000US06037220100","Census Tract 2201, Los Angeles County, California"
"994","108","1400000US06037221110","Census Tract 2211.10, Los Angeles County, California"
"1152","43","1400000US06037221120","Census Tract 2211.20, Los Angeles County, California"
"1245","106","1400000US06037221210","Census Tract 2212.10, Los Angeles County, California"
"1078","91","1400000US06037221220","Census Tract 2212.20, Los Angeles County, California"
"1176","178","1400000US06037221302","Census Tract 2213.02, Los Angeles County, California"
"1140","76","1400000US06037221303","Census Tract 2213.03, Los Angeles County, California"
"1341","74","1400000US06037221304","Census Tract 2213.04, Los Angeles County, California"
"1198","119","1400000US06037221401","Census Tract 2214.01, Los Angeles County, California"
"1213","130","1400000US06037221402","Census Tract 2214.02, Los Angeles County, California"
"973","58","1400000US06037221500","Census Tract 2215, Los Angeles County, California"
"1134","74","1400000US06037221601","Census Tract 2216.01, Los Angeles County, California"
"1132","144","1400000US06037221602","Census Tract 2216.02, Los Angeles County, California"
"1180","85","1400000US06037221710","Census Tract 2217.10, Los Angeles County, California"
"1272","131","1400000US06037221810","Census Tract 2218.10, Los Angeles County, California"
"1595","118","1400000US06037221820","Census Tract 2218.20, Los Angeles County, California"
"1066","216","1400000US06037221900","Census Tract 2219, Los Angeles County, California"
"1371","244","1400000US06037222001","Census Tract 2220.01, Los Angeles County, California"
"1404","260","1400000US06037222002","Census Tract 2220.02, Los Angeles County, California"
"1430","90","1400000US06037222100","Census Tract 2221, Los Angeles County, California"
"1269","131","1400000US06037222200","Census Tract 2222, Los Angeles County, California"
"1375","148","1400000US06037222500","Census Tract 2225, Los Angeles County, California"
"1193","180","1400000US06037222600","Census Tract 2226, Los Angeles County, California"
"1549","250","1400000US06037222700","Census Tract 2227, Los Angeles County, California"
"974","248","1400000US06037224010","Census Tract 2240.10, Los Angeles County, California"
"960","111","1400000US06037224020","Census Tract 2240.20, Los Angeles County, California"
"1105","93","1400000US06037224200","Census Tract 2242, Los Angeles County, California"
"972","76","1400000US06037224310","Census Tract 2243.10, Los Angeles County, California"
"868","58","1400000US06037224320","Census Tract 2243.20, Los Angeles County, California"
"1138","73","1400000US06037224410","Census Tract 2244.10, Los Angeles County, California"
"878","75","1400000US06037224420","Census Tract 2244.20, Los Angeles County, California"
"1069","80","1400000US06037224600","Census Tract 2246, Los Angeles County, California"
"2011","201","1400000US06037224701","Census Tract 2247.01, Los Angeles County, California"
"1590","445","1400000US06037224702","Census Tract 2247.02, Los Angeles County, California"
"1091","88","1400000US06037226001","Census Tract 2260.01, Los Angeles County, California"
"1306","644","1400000US06037226002","Census Tract 2260.02, Los Angeles County, California"
"1276","85","1400000US06037226410","Census Tract 2264.10, Los Angeles County, California"
"1101","68","1400000US06037226420","Census Tract 2264.20, Los Angeles County, California"
"1250","233","1400000US06037226701","Census Tract 2267.01, Los Angeles County, California"
"1217","170","1400000US06037226702","Census Tract 2267.02, Los Angeles County, California"
"1231","132","1400000US06037227010","Census Tract 2270.10, Los Angeles County, California"
"1348","199","1400000US06037227020","Census Tract 2270.20, Los Angeles County, California"
"1376","256","1400000US06037228100","Census Tract 2281, Los Angeles County, California"
"1066","144","1400000US06037228210","Census Tract 2282.10, Los Angeles County, California"
"1204","123","1400000US06037228220","Census Tract 2282.20, Los Angeles County, California"
"1105","62","1400000US06037228310","Census Tract 2283.10, Los Angeles County, California"
"1332","81","1400000US06037228320","Census Tract 2283.20, Los Angeles County, California"
"1433","135","1400000US06037228410","Census Tract 2284.10, Los Angeles County, California"
"1115","91","1400000US06037228420","Census Tract 2284.20, Los Angeles County, California"
"1361","125","1400000US06037228500","Census Tract 2285, Los Angeles County, California"
"1271","197","1400000US06037228600","Census Tract 2286, Los Angeles County, California"
"1335","95","1400000US06037228710","Census Tract 2287.10, Los Angeles County, California"
"1195","87","1400000US06037228720","Census Tract 2287.20, Los Angeles County, California"
"1100","181","1400000US06037228800","Census Tract 2288, Los Angeles County, California"
"824","210","1400000US06037228900","Census Tract 2289, Los Angeles County, California"
"1428","139","1400000US06037229100","Census Tract 2291, Los Angeles County, California"
"1180","192","1400000US06037229200","Census Tract 2292, Los Angeles County, California"
"1152","152","1400000US06037229300","Census Tract 2293, Los Angeles County, California"
"1337","117","1400000US06037229410","Census Tract 2294.10, Los Angeles County, California"
"1280","108","1400000US06037229420","Census Tract 2294.20, Los Angeles County, California"
"1076","79","1400000US06037231100","Census Tract 2311, Los Angeles County, California"
"1117","205","1400000US06037231210","Census Tract 2312.10, Los Angeles County, California"
"998","156","1400000US06037231220","Census Tract 2312.20, Los Angeles County, California"
"1423","227","1400000US06037231301","Census Tract 2313.01, Los Angeles County, California"
"1421","216","1400000US06037231302","Census Tract 2313.02, Los Angeles County, California"
"1118","172","1400000US06037231400","Census Tract 2314, Los Angeles County, California"
"1225","185","1400000US06037231500","Census Tract 2315, Los Angeles County, California"
"1175","376","1400000US06037231601","Census Tract 2316.01, Los Angeles County, California"
"1109","346","1400000US06037231602","Census Tract 2316.02, Los Angeles County, California"
"1321","155","1400000US06037231603","Census Tract 2316.03, Los Angeles County, California"
"1122","152","1400000US06037231710","Census Tract 2317.10, Los Angeles County, California"
"1078","113","1400000US06037231720","Census Tract 2317.20, Los Angeles County, California"
"1127","78","1400000US06037231800","Census Tract 2318, Los Angeles County, California"
"1121","379","1400000US06037231901","Census Tract 2319.01, Los Angeles County, California"
"1138","136","1400000US06037231902","Census Tract 2319.02, Los Angeles County, California"
"1061","152","1400000US06037232110","Census Tract 2321.10, Los Angeles County, California"
"1273","88","1400000US06037232120","Census Tract 2321.20, Los Angeles County, California"
"1121","218","1400000US06037232200","Census Tract 2322, Los Angeles County, California"
"1014","111","1400000US06037232300","Census Tract 2323, Los Angeles County, California"
"1433","237","1400000US06037232401","Census Tract 2324.01, Los Angeles County, California"
"1320","148","1400000US06037232402","Census Tract 2324.02, Los Angeles County, California"
"1126","214","1400000US06037232500","Census Tract 2325, Los Angeles County, California"
"1275","189","1400000US06037232601","Census Tract 2326.01, Los Angeles County, California"
"1392","164","1400000US06037232602","Census Tract 2326.02, Los Angeles County, California"
"1552","282","1400000US06037232701","Census Tract 2327.01, Los Angeles County, California"
"1086","163","1400000US06037232702","Census Tract 2327.02, Los Angeles County, California"
"1140","127","1400000US06037232800","Census Tract 2328, Los Angeles County, California"
"1215","415","1400000US06037234001","Census Tract 2340.01, Los Angeles County, California"
"1497","365","1400000US06037234002","Census Tract 2340.02, Los Angeles County, California"
"2091","689","1400000US06037234200","Census Tract 2342, Los Angeles County, California"
"1265","275","1400000US06037234301","Census Tract 2343.01, Los Angeles County, California"
"1329","253","1400000US06037234302","Census Tract 2343.02, Los Angeles County, California"
"1215","152","1400000US06037234501","Census Tract 2345.01, Los Angeles County, California"
"1160","224","1400000US06037234502","Census Tract 2345.02, Los Angeles County, California"
"1617","181","1400000US06037234600","Census Tract 2346, Los Angeles County, California"
"1204","76","1400000US06037234700","Census Tract 2347, Los Angeles County, California"
"1559","164","1400000US06037234800","Census Tract 2348, Los Angeles County, California"
"962","186","1400000US06037234901","Census Tract 2349.01, Los Angeles County, California"
"1035","171","1400000US06037234902","Census Tract 2349.02, Los Angeles County, California"
"2446","380","1400000US06037235100","Census Tract 2351, Los Angeles County, California"
"1447","203","1400000US06037235201","Census Tract 2352.01, Los Angeles County, California"
"1053","102","1400000US06037235202","Census Tract 2352.02, Los Angeles County, California"
"1963","341","1400000US06037236001","Census Tract 2360.01, Los Angeles County, California"
"1233","150","1400000US06037236101","Census Tract 2361.01, Los Angeles County, California"
"1112","189","1400000US06037236102","Census Tract 2361.02, Los Angeles County, California"
"1288","140","1400000US06037236203","Census Tract 2362.03, Los Angeles County, California"
"1218","80","1400000US06037236204","Census Tract 2362.04, Los Angeles County, California"
"1261","111","1400000US06037236205","Census Tract 2362.05, Los Angeles County, California"
"1342","145","1400000US06037236206","Census Tract 2362.06, Los Angeles County, California"
"1334","232","1400000US06037236400","Census Tract 2364, Los Angeles County, California"
"1133","78","1400000US06037237101","Census Tract 2371.01, Los Angeles County, California"
"1188","94","1400000US06037237102","Census Tract 2371.02, Los Angeles County, California"
"1283","303","1400000US06037237201","Census Tract 2372.01, Los Angeles County, California"
"1464","238","1400000US06037237202","Census Tract 2372.02, Los Angeles County, California"
"1122","208","1400000US06037237300","Census Tract 2373, Los Angeles County, California"
"1234","152","1400000US06037237401","Census Tract 2374.01, Los Angeles County, California"
"1187","133","1400000US06037237402","Census Tract 2374.02, Los Angeles County, California"
"953","120","1400000US06037237500","Census Tract 2375, Los Angeles County, California"
"1152","197","1400000US06037237600","Census Tract 2376, Los Angeles County, California"
"1200","119","1400000US06037237710","Census Tract 2377.10, Los Angeles County, California"
"1148","83","1400000US06037237720","Census Tract 2377.20, Los Angeles County, California"
"1104","280","1400000US06037237800","Census Tract 2378, Los Angeles County, California"
"1353","170","1400000US06037237900","Census Tract 2379, Los Angeles County, California"
"1366","94","1400000US06037238000","Census Tract 2380, Los Angeles County, California"
"1089","500","1400000US06037238100","Census Tract 2381, Los Angeles County, California"
"1066","179","1400000US06037238200","Census Tract 2382, Los Angeles County, California"
"1213","118","1400000US06037238310","Census Tract 2383.10, Los Angeles County, California"
"987","80","1400000US06037238320","Census Tract 2383.20, Los Angeles County, California"
"1230","287","1400000US06037238400","Census Tract 2384, Los Angeles County, California"
"1131","56","1400000US06037239201","Census Tract 2392.01, Los Angeles County, California"
"1315","111","1400000US06037239202","Census Tract 2392.02, Los Angeles County, California"
"1219","102","1400000US06037239310","Census Tract 2393.10, Los Angeles County, California"
"1303","168","1400000US06037239320","Census Tract 2393.20, Los Angeles County, California"
"1350","166","1400000US06037239330","Census Tract 2393.30, Los Angeles County, California"
"1329","186","1400000US06037239501","Census Tract 2395.01, Los Angeles County, California"
"1303","87","1400000US06037239502","Census Tract 2395.02, Los Angeles County, California"
"1183","103","1400000US06037239601","Census Tract 2396.01, Los Angeles County, California"
"1157","73","1400000US06037239602","Census Tract 2396.02, Los Angeles County, California"
"1171","68","1400000US06037239701","Census Tract 2397.01, Los Angeles County, California"
"1299","198","1400000US06037239702","Census Tract 2397.02, Los Angeles County, California"
"1255","193","1400000US06037239801","Census Tract 2398.01, Los Angeles County, California"
"1305","114","1400000US06037239802","Census Tract 2398.02, Los Angeles County, California"
"1202","105","1400000US06037240010","Census Tract 2400.10, Los Angeles County, California"
"1523","195","1400000US06037240020","Census Tract 2400.20, Los Angeles County, California"
"1242","120","1400000US06037240200","Census Tract 2402, Los Angeles County, California"
"1228","187","1400000US06037240301","Census Tract 2403.01, Los Angeles County, California"
"1071","104","1400000US06037240302","Census Tract 2403.02, Los Angeles County, California"
"1196","106","1400000US06037240401","Census Tract 2404.01, Los Angeles County, California"
"1147","110","1400000US06037240402","Census Tract 2404.02, Los Angeles County, California"
"1298","115","1400000US06037240500","Census Tract 2405, Los Angeles County, California"
"1564","188","1400000US06037240600","Census Tract 2406, Los Angeles County, California"
"1510","142","1400000US06037240700","Census Tract 2407, Los Angeles County, California"
"1135","135","1400000US06037240800","Census Tract 2408, Los Angeles County, California"
"1559","414","1400000US06037240901","Census Tract 2409.01, Los Angeles County, California"
"1350","208","1400000US06037240902","Census Tract 2409.02, Los Angeles County, California"
"1148","70","1400000US06037241001","Census Tract 2410.01, Los Angeles County, California"
"1411","144","1400000US06037241002","Census Tract 2410.02, Los Angeles County, California"
"1401","246","1400000US06037241110","Census Tract 2411.10, Los Angeles County, California"
"1112","161","1400000US06037241120","Census Tract 2411.20, Los Angeles County, California"
"1334","125","1400000US06037241201","Census Tract 2412.01, Los Angeles County, California"
"1208","138","1400000US06037241202","Census Tract 2412.02, Los Angeles County, California"
"1186","159","1400000US06037241300","Census Tract 2413, Los Angeles County, California"
"1181","91","1400000US06037241400","Census Tract 2414, Los Angeles County, California"
"1199","196","1400000US06037242000","Census Tract 2420, Los Angeles County, California"
"805","222","1400000US06037242100","Census Tract 2421, Los Angeles County, California"
"1343","155","1400000US06037242201","Census Tract 2422.01, Los Angeles County, California"
"869","468","1400000US06037242202","Census Tract 2422.02, Los Angeles County, California"
"1119","166","1400000US06037242300","Census Tract 2423, Los Angeles County, California"
"537","106","1400000US06037242600","Census Tract 2426, Los Angeles County, California"
"1057","318","1400000US06037242700","Census Tract 2427, Los Angeles County, California"
"1780","709","1400000US06037243001","Census Tract 2430.01, Los Angeles County, California"
"1717","110","1400000US06037243002","Census Tract 2430.02, Los Angeles County, California"
"881","126","1400000US06037243100","Census Tract 2431, Los Angeles County, California"
"2908","1572","1400000US06037261102","Census Tract 2611.02, Los Angeles County, California"
"-","**","1400000US06037261103","Census Tract 2611.03, Los Angeles County, California"
"1862","502","1400000US06037261104","Census Tract 2611.04, Los Angeles County, California"
"1935","577","1400000US06037261200","Census Tract 2612, Los Angeles County, California"
"3029","2334","1400000US06037262100","Census Tract 2621, Los Angeles County, California"
"2399","539","1400000US06037262200","Census Tract 2622, Los Angeles County, California"
"2679","2364","1400000US06037262301","Census Tract 2623.01, Los Angeles County, California"
"2512","630","1400000US06037262302","Census Tract 2623.02, Los Angeles County, California"
"-","**","1400000US06037262303","Census Tract 2623.03, Los Angeles County, California"
"3,500+","***","1400000US06037262400","Census Tract 2624, Los Angeles County, California"
"1856","1247","1400000US06037262501","Census Tract 2625.01, Los Angeles County, California"
"3,500+","***","1400000US06037262601","Census Tract 2626.01, Los Angeles County, California"
"3490","702","1400000US06037262604","Census Tract 2626.04, Los Angeles County, California"
"2225","202","1400000US06037262704","Census Tract 2627.04, Los Angeles County, California"
"1909","528","1400000US06037262706","Census Tract 2627.06, Los Angeles County, California"
"1931","568","1400000US06037262802","Census Tract 2628.02, Los Angeles County, California"
"2365","333","1400000US06037264000","Census Tract 2640, Los Angeles County, California"
"2383","133","1400000US06037264102","Census Tract 2641.02, Los Angeles County, California"
"2332","121","1400000US06037264103","Census Tract 2641.03, Los Angeles County, California"
"2734","192","1400000US06037264303","Census Tract 2643.03, Los Angeles County, California"
"2195","92","1400000US06037264304","Census Tract 2643.04, Los Angeles County, California"
"2628","334","1400000US06037264305","Census Tract 2643.05, Los Angeles County, California"
"2195","205","1400000US06037264306","Census Tract 2643.06, Los Angeles County, California"
"3028","365","1400000US06037265100","Census Tract 2651, Los Angeles County, California"
"1935","992","1400000US06037265201","Census Tract 2652.01, Los Angeles County, California"
"2381","451","1400000US06037265203","Census Tract 2652.03, Los Angeles County, California"
"3067","201","1400000US06037265204","Census Tract 2652.04, Los Angeles County, California"
"-","**","1400000US06037265301","Census Tract 2653.01, Los Angeles County, California"
"2297","107","1400000US06037265303","Census Tract 2653.03, Los Angeles County, California"
"2016","125","1400000US06037265304","Census Tract 2653.04, Los Angeles County, California"
"1968","284","1400000US06037265306","Census Tract 2653.06, Los Angeles County, California"
"1873","372","1400000US06037265307","Census Tract 2653.07, Los Angeles County, California"
"1929","179","1400000US06037265410","Census Tract 2654.10, Los Angeles County, California"
"2516","666","1400000US06037265420","Census Tract 2654.20, Los Angeles County, California"
"2179","105","1400000US06037265521","Census Tract 2655.21, Los Angeles County, California"
