"GEO_ID","B25063_001E","B25063_001M","B25063_002E","B25063_002M","B25063_003E","B25063_003M","B25063_004E","B25063_004M","B25063_005E","B25063_005M","B25063_006E","B25063_006M","B25063_007E","B25063_007M","B25063_008E","B25063_008M","B25063_009E","B25063_009M","B25063_010E","B25063_010M","B25063_011E","B25063_011M","B25063_012E","B25063_012M","B25063_013E","B25063_013M","B25063_014E","B25063_014M","B25063_015E","B25063_015M","B25063_016E","B25063_016M","B25063_017E","B25063_017M","B25063_018E","B25063_018M","B25063_019E","B25063_019M","B25063_020E","B25063_020M","B25063_021E","B25063_021M","B25063_022E","B25063_022M","B25063_023E","B25063_023M","B25063_024E","B25063_024M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!With cash rent","Margin of Error!!Total!!With cash rent","Estimate!!Total!!With cash rent!!Less than $100","Margin of Error!!Total!!With cash rent!!Less than $100","Estimate!!Total!!With cash rent!!$100 to $149","Margin of Error!!Total!!With cash rent!!$100 to $149","Estimate!!Total!!With cash rent!!$150 to $199","Margin of Error!!Total!!With cash rent!!$150 to $199","Estimate!!Total!!With cash rent!!$200 to $249","Margin of Error!!Total!!With cash rent!!$200 to $249","Estimate!!Total!!With cash rent!!$250 to $299","Margin of Error!!Total!!With cash rent!!$250 to $299","Estimate!!Total!!With cash rent!!$300 to $349","Margin of Error!!Total!!With cash rent!!$300 to $349","Estimate!!Total!!With cash rent!!$350 to $399","Margin of Error!!Total!!With cash rent!!$350 to $399","Estimate!!Total!!With cash rent!!$400 to $449","Margin of Error!!Total!!With cash rent!!$400 to $449","Estimate!!Total!!With cash rent!!$450 to $499","Margin of Error!!Total!!With cash rent!!$450 to $499","Estimate!!Total!!With cash rent!!$500 to $549","Margin of Error!!Total!!With cash rent!!$500 to $549","Estimate!!Total!!With cash rent!!$550 to $599","Margin of Error!!Total!!With cash rent!!$550 to $599","Estimate!!Total!!With cash rent!!$600 to $649","Margin of Error!!Total!!With cash rent!!$600 to $649","Estimate!!Total!!With cash rent!!$650 to $699","Margin of Error!!Total!!With cash rent!!$650 to $699","Estimate!!Total!!With cash rent!!$700 to $749","Margin of Error!!Total!!With cash rent!!$700 to $749","Estimate!!Total!!With cash rent!!$750 to $799","Margin of Error!!Total!!With cash rent!!$750 to $799","Estimate!!Total!!With cash rent!!$800 to $899","Margin of Error!!Total!!With cash rent!!$800 to $899","Estimate!!Total!!With cash rent!!$900 to $999","Margin of Error!!Total!!With cash rent!!$900 to $999","Estimate!!Total!!With cash rent!!$1,000 to $1,249","Margin of Error!!Total!!With cash rent!!$1,000 to $1,249","Estimate!!Total!!With cash rent!!$1,250 to $1,499","Margin of Error!!Total!!With cash rent!!$1,250 to $1,499","Estimate!!Total!!With cash rent!!$1,500 to $1,999","Margin of Error!!Total!!With cash rent!!$1,500 to $1,999","Estimate!!Total!!With cash rent!!$2,000 or more","Margin of Error!!Total!!With cash rent!!$2,000 or more","Estimate!!Total!!No cash rent","Margin of Error!!Total!!No cash rent","Geographic Area Name"
"1400000US06037189101","1181","127","1181","127","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","35","51","0","132","0","132","22","37","10","18","58","64","37","59","0","132","103","91","320","168","289","143","307","132","0","132","Census Tract 1891.01, Los Angeles County, California"
"1400000US06037189102","1318","149","1303","145","7","11","0","132","12","19","38","61","12","19","0","132","0","132","0","132","0","132","0","132","0","132","0","132","13","20","0","132","15","24","136","70","77","59","283","92","192","90","280","132","238","132","15","25","Census Tract 1891.02, Los Angeles County, California"
"1400000US06037189201","1848","122","1840","124","0","132","0","132","0","132","17","28","15","25","0","132","0","132","30","40","0","132","30","47","97","71","31","49","68","66","92","66","98","75","239","118","119","68","606","163","194","121","204","100","0","132","8","14","Census Tract 1892.01, Los Angeles County, California"
"1400000US06037189202","645","83","623","92","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","12","20","48","60","0","132","0","132","30","33","7","13","11","18","47","45","153","100","131","91","184","72","22","25","Census Tract 1892.02, Los Angeles County, California"
"1400000US06037189300","101","43","79","35","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","7","12","0","132","0","132","0","132","0","132","25","29","0","132","19","16","0","132","0","132","28","26","22","25","Census Tract 1893, Los Angeles County, California"
"1400000US06037189400","990","123","963","129","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","16","0","132","0","132","22","24","0","132","18","21","10","16","140","79","122","78","298","111","343","125","27","27","Census Tract 1894, Los Angeles County, California"
"1400000US06037189500","2226","161","2226","161","61","68","33","53","0","132","44","52","92","74","0","132","0","132","0","132","0","132","16","26","0","132","24","27","57","51","51","51","43","37","315","113","204","96","250","95","323","161","536","141","177","93","0","132","Census Tract 1895, Los Angeles County, California"
"1400000US06037189600","1344","144","1319","143","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","14","23","21","26","0","132","21","23","74","60","37","59","0","132","123","70","213","88","402","145","293","106","61","62","60","42","25","27","Census Tract 1896, Los Angeles County, California"
"1400000US06037189701","891","185","840","184","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","12","20","0","132","45","67","0","132","0","132","0","132","0","132","133","82","153","109","297","115","200","115","51","58","Census Tract 1897.01, Los Angeles County, California"
"1400000US06037189702","816","141","794","138","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","37","47","10","16","12","19","0","132","0","132","0","132","39","30","20","24","71","65","121","70","173","96","89","54","222","86","22","27","Census Tract 1897.02, Los Angeles County, California"
"1400000US06037189800","1710","145","1664","152","0","132","0","132","0","132","25","39","23","37","41","39","0","132","0","132","0","132","0","132","0","132","15","19","10","16","15","23","54","70","68","51","145","74","507","124","318","116","391","135","52","34","46","43","Census Tract 1898, Los Angeles County, California"
"1400000US06037189902","2880","124","2866","126","0","132","0","132","0","132","45","48","11","18","18","31","28","26","86","71","0","132","76","71","53","69","42","51","64","44","51","41","0","132","150","112","140","69","555","146","543","158","667","178","337","149","14","22","Census Tract 1899.02, Los Angeles County, California"
"1400000US06037189903","1141","148","1111","146","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","18","10","18","0","132","0","132","0","132","0","132","35","17","12","20","51","69","37","57","155","88","299","126","303","145","199","114","30","46","Census Tract 1899.03, Los Angeles County, California"
"1400000US06037189904","1413","110","1404","112","0","132","0","132","35","52","0","132","0","132","0","132","0","132","0","132","24","26","0","132","0","132","11","16","0","132","0","132","95","93","58","44","146","88","444","130","318","110","185","121","88","62","9","17","Census Tract 1899.04, Los Angeles County, California"
"1400000US06037189905","1143","134","1101","138","0","132","0","132","0","132","55","47","10","17","0","132","0","132","22","19","0","132","11","17","0","132","0","132","0","132","0","132","39","44","21","23","113","69","240","108","311","119","180","75","99","56","42","53","Census Tract 1899.05, Los Angeles County, California"
"1400000US06037190100","2580","190","2525","193","0","132","0","132","0","132","0","132","0","132","0","132","0","132","18","31","0","132","10","16","51","46","75","72","37","40","124","81","130","88","311","138","232","110","841","159","315","134","256","132","125","101","55","60","Census Tract 1901, Los Angeles County, California"
"1400000US06037190201","1589","131","1589","131","0","132","0","132","0","132","82","81","226","89","39","63","0","132","0","132","0","132","0","132","67","47","26","39","71","80","39","61","17","28","130","95","195","110","349","127","181","102","116","89","51","53","0","132","Census Tract 1902.01, Los Angeles County, California"
"1400000US06037190202","2018","118","1964","138","36","57","0","132","14","24","83","62","65","69","0","132","0","132","38","47","29","45","0","132","9","16","69","64","57","49","37","36","117","95","243","142","182","126","477","151","291","119","176","107","41","48","54","70","Census Tract 1902.02, Los Angeles County, California"
"1400000US06037190301","2325","152","2271","175","0","132","0","132","0","132","12","20","0","132","0","132","44","41","42","54","49","58","58","57","85","64","61","62","42","39","25","28","222","119","348","139","382","150","530","150","222","115","149","87","0","132","54","62","Census Tract 1903.01, Los Angeles County, California"
"1400000US06037190401","1668","125","1636","131","0","132","0","132","0","132","0","132","55","57","0","132","0","132","13","21","0","132","54","62","13","21","34","34","92","90","74","71","173","71","249","105","263","111","426","156","119","66","54","63","17","28","32","49","Census Tract 1904.01, Los Angeles County, California"
"1400000US06037190402","1353","78","1353","78","0","132","0","132","0","132","112","75","46","61","0","132","14","24","0","132","37","49","29","46","48","47","0","132","60","58","52","75","111","79","132","79","118","70","336","114","153","87","95","77","10","16","0","132","Census Tract 1904.02, Los Angeles County, California"
"1400000US06037190510","1551","100","1551","100","0","132","0","132","0","132","0","132","60","56","9","15","0","132","42","39","63","59","62","74","59","46","47","46","63","61","41","33","63","38","148","94","126","73","356","122","131","78","281","118","0","132","0","132","Census Tract 1905.10, Los Angeles County, California"
"1400000US06037190520","1479","114","1459","113","0","132","0","132","20","32","50","53","0","132","16","26","21","25","27","26","29","31","77","56","58","46","35","40","75","55","126","70","97","59","206","90","147","89","279","91","131","71","34","33","31","31","20","31","Census Tract 1905.20, Los Angeles County, California"
"1400000US06037190700","1489","122","1481","121","2","8","24","38","16","21","81","64","85","60","0","132","16","24","11","17","3","8","12","17","51","48","18","21","33","45","63","58","103","51","151","78","189","94","234","96","87","77","173","71","129","65","8","14","Census Tract 1907, Los Angeles County, California"
"1400000US06037190801","1310","121","1295","129","29","33","0","132","0","132","66","68","128","73","37","44","0","132","25","29","71","46","74","62","42","53","87","76","55","45","0","132","14","22","76","80","156","107","315","120","39","30","59","63","22","36","15","23","Census Tract 1908.01, Los Angeles County, California"
"1400000US06037190802","1227","117","1227","117","0","132","0","132","0","132","24","41","0","132","0","132","25","41","86","76","26","40","0","132","41","49","10","15","84","62","54","49","59","54","182","90","130","85","287","127","79","74","107","74","33","39","0","132","Census Tract 1908.02, Los Angeles County, California"
"1400000US06037190901","1390","107","1390","107","10","15","7","14","0","132","36","41","32","39","0","132","0","132","13","20","39","47","51","50","31","44","57","55","92","74","106","68","44","33","199","93","249","92","238","98","111","70","75","49","0","132","0","132","Census Tract 1909.01, Los Angeles County, California"
"1400000US06037190902","1432","107","1410","110","14","19","0","132","21","35","62","55","74","59","7","12","0","132","20","32","15","17","17","20","46","39","74","55","78","64","70","55","87","63","121","66","161","66","281","84","123","64","104","56","35","32","22","24","Census Tract 1909.02, Los Angeles County, California"
"1400000US06037191000","1253","124","1190","123","0","132","0","132","0","132","9","17","0","132","0","132","0","132","45","43","12","19","9","17","76","73","27","29","134","90","51","46","78","53","121","72","100","97","377","111","100","70","36","39","15","23","63","49","Census Tract 1910, Los Angeles County, California"
"1400000US06037191110","1064","67","1057","66","8","13","0","132","8","13","65","45","51","41","17","27","20","20","0","132","7","11","37","38","7","12","40","45","7","10","4","14","92","59","171","75","132","66","255","94","75","50","30","30","31","44","7","12","Census Tract 1911.10, Los Angeles County, California"
"1400000US06037191120","1423","117","1353","126","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","17","22","26","47","50","56","47","78","51","29","30","101","70","165","83","204","90","187","96","330","122","70","42","50","63","4","9","70","61","Census Tract 1911.20, Los Angeles County, California"
"1400000US06037191201","1602","102","1569","99","0","132","0","132","0","132","94","43","11","18","35","32","15","21","55","46","0","132","12","19","97","59","70","58","54","45","91","53","122","70","303","93","91","54","362","107","71","47","66","48","20","31","33","25","Census Tract 1912.01, Los Angeles County, California"
"1400000US06037191203","1044","123","1037","122","0","132","0","132","0","132","5","10","0","132","4","8","6","9","29","33","36","39","5","9","26","33","29","33","109","69","68","54","117","75","204","75","88","62","204","81","74","55","33","35","0","132","7","12","Census Tract 1912.03, Los Angeles County, California"
"1400000US06037191204","679","108","679","108","0","132","0","132","0","132","12","20","7","20","0","132","0","132","0","132","0","132","21","26","17","22","20","23","38","39","34","39","113","68","86","54","7","19","173","94","20","34","131","82","0","132","0","132","Census Tract 1912.04, Los Angeles County, California"
"1400000US06037191301","931","65","931","65","0","132","0","132","0","132","24","28","25","45","0","132","0","132","17","28","9","17","27","30","17","28","65","60","29","47","50","39","0","132","77","72","66","64","322","92","89","66","97","80","17","26","0","132","Census Tract 1913.01, Los Angeles County, California"
"1400000US06037191302","815","90","815","90","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","8","14","25","38","27","28","74","50","16","25","101","47","87","51","95","55","100","71","138","69","73","50","71","54","0","132","0","132","Census Tract 1913.02, Los Angeles County, California"
"1400000US06037191410","1688","77","1667","86","0","132","0","132","0","132","34","32","0","132","16","18","9","15","19","28","23","27","133","75","34","29","87","52","137","78","127","63","181","76","324","109","151","89","225","91","56","38","92","55","19","20","21","35","Census Tract 1914.10, Los Angeles County, California"
"1400000US06037191420","1115","91","1115","91","0","132","0","132","0","132","0","132","0","132","45","47","20","24","0","132","0","132","11","18","18","21","27","26","75","55","123","74","67","51","211","82","106","72","141","89","106","76","142","75","23","37","0","132","Census Tract 1914.20, Los Angeles County, California"
"1400000US06037191500","1434","104","1422","104","0","132","21","33","10","16","39","37","0","132","0","132","0","132","24","37","63","53","0","132","29","37","106","67","39","39","20","21","117","71","241","111","265","105","268","118","169","87","11","17","0","132","12","18","Census Tract 1915, Los Angeles County, California"
"1400000US06037191610","1162","125","1162","125","0","132","0","132","0","132","18","28","0","132","0","132","0","132","0","132","0","132","27","23","0","132","26","26","55","52","92","68","107","61","131","79","117","63","256","97","76","54","209","104","48","58","0","132","Census Tract 1916.10, Los Angeles County, California"
"1400000US06037191620","818","76","809","78","0","132","0","132","0","132","10","15","42","38","0","132","0","132","0","132","33","39","20","28","0","132","11","16","10","17","31","29","31","28","122","58","110","64","185","59","133","67","33","31","38","42","9","15","Census Tract 1916.20, Los Angeles County, California"
"1400000US06037191710","1207","83","1194","85","0","132","10","16","0","132","102","49","38","44","0","132","11","17","8","13","35","26","67","48","28","34","121","76","56","54","76","73","44","39","177","81","111","63","91","63","105","74","62","60","52","53","13","20","Census Tract 1917.10, Los Angeles County, California"
"1400000US06037191720","1241","109","1230","106","0","132","0","132","0","132","0","132","0","132","16","26","0","132","10","15","0","132","18","29","56","49","70","47","79","59","85","62","120","58","242","88","81","54","297","93","125","60","31","34","0","132","11","17","Census Tract 1917.20, Los Angeles County, California"
"1400000US06037191810","1281","97","1263","97","0","132","0","132","0","132","23","26","0","132","0","132","0","132","0","132","0","132","10","15","8","15","70","58","31","31","141","92","100","60","197","97","157","89","369","121","61","60","53","36","43","48","18","28","Census Tract 1918.10, Los Angeles County, California"
"1400000US06037191820","1114","90","1104","91","0","132","0","132","25","39","52","43","29","34","0","132","0","132","16","27","20","32","51","46","18","30","26","25","34","40","81","51","69","60","74","42","140","65","231","104","124","65","104","73","10","15","10","16","Census Tract 1918.20, Los Angeles County, California"
"1400000US06037191901","1830","58","1794","80","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","55","71","0","132","0","132","18","22","31","48","46","65","110","94","113","55","95","92","579","162","399","128","294","111","54","38","36","59","Census Tract 1919.01, Los Angeles County, California"
"1400000US06037191902","829","175","829","175","0","132","0","132","0","132","0","132","0","132","16","25","0","132","0","132","0","132","0","132","0","132","15","24","19","29","0","132","19","27","29","25","59","57","98","79","94","90","255","128","225","142","0","132","Census Tract 1919.02, Los Angeles County, California"
"1400000US06037192001","953","99","953","99","0","132","0","132","0","132","0","132","38","41","0","132","0","132","31","48","26","31","0","132","0","132","0","132","0","132","22","26","13","22","12","20","53","43","219","110","94","62","232","114","213","104","0","132","Census Tract 1920.01, Los Angeles County, California"
"1400000US06037192002","881","134","821","116","0","132","0","132","0","132","0","132","0","132","0","132","0","132","30","48","0","132","0","132","10","20","27","43","0","132","11","19","36","57","19","30","49","53","141","106","100","76","168","80","230","113","60","60","Census Tract 1920.02, Los Angeles County, California"
"1400000US06037192300","1016","138","1006","138","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","26","41","0","132","7","11","0","132","24","39","21","24","123","81","291","125","112","76","241","119","161","75","10","16","Census Tract 1923, Los Angeles County, California"
"1400000US06037192410","1202","141","1191","139","0","132","0","132","20","22","0","132","9","14","26","41","0","132","0","132","0","132","10","16","31","50","27","41","35","42","32","31","82","65","183","102","70","40","153","81","95","54","291","111","127","68","11","17","Census Tract 1924.10, Los Angeles County, California"
"1400000US06037192420","1240","105","1240","105","0","132","0","132","0","132","0","132","0","132","7","12","0","132","14","24","32","35","0","132","41","47","28","42","0","132","95","60","53","50","138","68","104","68","244","111","214","81","142","75","128","87","0","132","Census Tract 1924.20, Los Angeles County, California"
"1400000US06037192510","1023","110","1000","112","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","13","22","0","132","0","132","40","48","17","21","34","32","60","35","47","39","222","88","250","120","157","54","143","76","17","26","23","26","Census Tract 1925.10, Los Angeles County, California"
"1400000US06037192520","1489","113","1489","113","0","132","0","132","0","132","35","54","0","132","0","132","0","132","0","132","0","132","19","23","69","60","42","47","68","65","84","66","139","78","156","74","220","92","320","93","249","96","56","45","32","33","0","132","Census Tract 1925.20, Los Angeles County, California"
"1400000US06037192610","1191","107","1191","107","20","30","21","34","0","132","0","132","6","10","19","22","0","132","0","132","0","132","0","132","36","33","0","132","132","75","24","24","72","45","83","64","145","69","379","118","161","82","93","55","0","132","0","132","Census Tract 1926.10, Los Angeles County, California"
"1400000US06037192620","1318","67","1318","67","0","132","0","132","0","132","0","132","104","57","0","132","0","132","0","132","0","132","31","39","51","55","76","57","136","77","127","89","82","62","203","101","181","93","151","87","92","58","84","47","0","132","0","132","Census Tract 1926.20, Los Angeles County, California"
"1400000US06037192700","942","116","942","116","0","132","7","12","0","132","0","132","0","132","0","132","0","132","21","34","0","132","56","57","9","15","9","16","84","51","82","65","19","25","180","88","66","46","143","67","189","98","77","52","0","132","0","132","Census Tract 1927, Los Angeles County, California"
"1400000US06037194101","1148","180","1148","180","0","132","0","132","0","132","0","132","18","28","17","29","0","132","0","132","0","132","0","132","0","132","0","132","0","132","50","61","36","46","60","50","13","21","173","86","351","186","256","139","174","91","0","132","Census Tract 1941.01, Los Angeles County, California"
"1400000US06037194102","186","84","186","84","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","17","56","64","64","78","41","40","15","25","0","132","Census Tract 1941.02, Los Angeles County, California"
"1400000US06037194200","410","153","410","153","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","19","31","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","15","24","0","132","73","84","303","129","0","132","Census Tract 1942, Los Angeles County, California"
"1400000US06037194300","284","103","284","103","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","7","11","0","132","9","15","20","31","17","14","231","104","0","132","Census Tract 1943, Los Angeles County, California"
"1400000US06037194401","1044","113","1044","113","0","132","0","132","0","132","0","132","0","132","0","132","0","132","19","30","0","132","0","132","13","21","0","132","0","132","30","34","0","132","83","49","190","80","184","91","255","117","175","97","95","64","0","132","Census Tract 1944.01, Los Angeles County, California"
"1400000US06037194402","1715","162","1703","162","0","132","12","21","0","132","0","132","0","132","0","132","11","18","12","18","11","17","0","132","0","132","0","132","13","22","0","132","38","55","10","17","41","30","171","74","299","110","555","163","530","152","12","21","Census Tract 1944.02, Los Angeles County, California"
"1400000US06037194500","508","104","508","104","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","20","28","8","13","0","132","0","132","0","132","0","132","0","132","64","61","69","60","80","50","84","65","183","83","0","132","Census Tract 1945, Los Angeles County, California"
"1400000US06037195100","816","165","792","165","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","16","0","132","20","31","80","72","149","115","222","116","52","51","251","142","8","15","24","28","Census Tract 1951, Los Angeles County, California"
"1400000US06037195201","1341","102","1341","102","0","132","0","132","30","30","12","21","19","32","0","132","9","16","36","43","0","132","0","132","0","132","13","22","25","31","15","23","34","51","77","54","168","88","230","114","121","83","291","144","261","121","0","132","Census Tract 1952.01, Los Angeles County, California"
"1400000US06037195202","635","146","586","128","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","63","73","0","132","7","28","0","132","29","27","14","22","50","47","75","63","215","101","133","78","49","59","Census Tract 1952.02, Los Angeles County, California"
"1400000US06037195300","1183","101","1171","101","0","132","0","132","0","132","0","132","0","132","23","37","0","132","0","132","27","40","24","28","14","20","34","38","100","70","40","39","45","44","101","73","160","97","226","83","176","74","164","69","37","38","12","22","Census Tract 1953, Los Angeles County, California"
"1400000US06037195400","1319","135","1248","131","0","132","0","132","0","132","0","132","0","132","0","132","40","63","0","132","0","132","27","30","0","132","15","24","58","74","74","78","14","23","88","61","175","98","268","140","116","82","156","81","217","116","71","82","Census Tract 1954, Los Angeles County, California"
"1400000US06037195500","1048","184","1004","187","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","20","32","0","132","41","39","80","68","53","52","101","73","0","132","22","35","23","27","125","83","114","74","192","107","233","110","44","66","Census Tract 1955, Los Angeles County, California"
"1400000US06037195600","758","132","750","129","0","132","0","132","0","132","0","132","12","19","19","29","9","14","15","23","0","132","26","42","0","132","67","46","54","44","39","30","37","46","94","54","25","24","91","58","58","45","64","51","140","72","8","12","Census Tract 1956, Los Angeles County, California"
"1400000US06037195710","1166","92","1143","89","0","132","0","132","0","132","0","132","0","132","0","132","24","39","7","12","7","12","46","36","19","25","89","69","115","55","41","46","115","71","188","79","136","81","174","70","124","64","49","47","9","18","23","24","Census Tract 1957.10, Los Angeles County, California"
"1400000US06037195720","667","99","643","97","0","132","0","132","0","132","0","132","0","132","0","132","26","40","15","24","0","132","41","47","17","27","51","57","0","132","26","40","41","46","38","42","34","41","140","73","111","66","80","48","23","36","24","37","Census Tract 1957.20, Los Angeles County, California"
"1400000US06037195802","715","114","715","114","0","132","0","132","0","132","36","36","0","132","0","132","0","132","13","27","11","18","8","13","27","37","10","18","26","29","25","30","71","71","80","39","87","56","147","68","94","70","34","42","46","63","0","132","Census Tract 1958.02, Los Angeles County, California"
"1400000US06037195803","792","142","792","142","0","132","0","132","17","27","0","132","0","132","12","23","0","132","22","35","15","25","44","55","10","16","74","56","37","42","0","132","84","63","92","73","28","36","153","78","46","57","69","78","89","58","0","132","Census Tract 1958.03, Los Angeles County, California"
"1400000US06037195804","893","101","893","101","0","132","0","132","0","132","0","132","12","19","0","132","0","132","12","19","0","132","26","42","20","33","13","20","100","122","12","18","105","75","88","76","51","68","221","153","119","73","108","63","6","15","0","132","Census Tract 1958.04, Los Angeles County, California"
"1400000US06037195901","1048","103","1033","104","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","57","63","0","132","24","32","0","132","21","24","84","84","125","101","171","96","45","37","154","80","127","84","180","82","45","27","15","25","Census Tract 1959.01, Los Angeles County, California"
"1400000US06037195902","788","103","788","103","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","34","49","22","36","0","132","0","132","23","37","21","33","61","60","46","41","160","93","221","94","88","66","99","65","13","21","0","132","Census Tract 1959.02, Los Angeles County, California"
"1400000US06037195903","941","71","839","76","0","132","0","132","0","132","69","58","0","132","0","132","0","132","19","28","13","21","0","132","13","19","24","30","16","29","26","25","0","132","93","88","149","91","205","75","135","76","75","60","2","10","102","57","Census Tract 1959.03, Los Angeles County, California"
"1400000US06037197200","626","117","556","112","0","132","0","132","0","132","15","19","0","132","66","68","0","132","0","132","10","16","9","15","17","29","5","12","51","50","0","132","8","14","61","48","92","55","150","80","56","54","16","20","0","132","70","65","Census Tract 1972, Los Angeles County, California"
"1400000US06037197300","1230","132","1188","136","0","132","0","132","0","132","9","15","0","132","0","132","39","43","29","34","9","14","41","41","11","18","24","29","13","15","86","64","60","48","123","79","103","70","209","105","151","73","158","67","123","69","42","40","Census Tract 1973, Los Angeles County, California"
"1400000US06037197410","887","151","858","147","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","9","17","0","132","0","132","10","16","37","42","47","51","0","132","61","50","172","87","80","37","206","92","153","86","83","75","29","28","Census Tract 1974.10, Los Angeles County, California"
"1400000US06037197420","827","111","827","111","0","132","0","132","0","132","0","132","14","12","22","36","0","132","22","32","17","27","11","17","0","132","81","49","21","19","60","57","63","48","92","65","86","48","86","59","52","42","96","66","104","74","0","132","Census Tract 1974.20, Los Angeles County, California"
"1400000US06037197500","1213","157","1185","156","0","132","0","132","7","11","0","132","7","12","0","132","18","23","0","132","27","43","8","13","79","57","8","13","52","46","39","45","24","22","97","71","145","108","216","120","173","84","239","116","46","53","28","26","Census Tract 1975, Los Angeles County, California"
"1400000US06037197600","624","100","624","100","0","132","0","132","0","132","9","16","0","132","0","132","0","132","0","132","24","39","0","132","9","14","6","9","27","36","49","41","61","59","129","68","66","66","72","60","74","49","84","76","14","21","0","132","Census Tract 1976, Los Angeles County, California"
"1400000US06037197700","1497","112","1454","116","0","132","0","132","0","132","0","132","0","132","56","54","27","31","10","16","49","41","0","132","28","28","54","49","105","67","100","58","170","94","186","87","191","76","199","83","167","68","103","57","9","14","43","42","Census Tract 1977, Los Angeles County, California"
"1400000US06037199000","1031","119","989","111","0","132","0","132","0","132","0","132","0","132","10","15","24","39","0","132","27","33","31","35","56","48","44","49","74","56","80","60","61","42","117","70","101","58","238","103","60","54","18","29","48","46","42","47","Census Tract 1990, Los Angeles County, California"
"1400000US06037199110","396","92","352","92","0","132","0","132","0","132","0","132","0","132","0","132","0","132","36","42","29","46","0","132","23","30","29","38","20","23","25","38","11","17","29","43","30","31","24","32","70","63","26","29","0","132","44","40","Census Tract 1991.10, Los Angeles County, California"
"1400000US06037199120","796","120","776","123","0","132","0","132","34","44","0","132","37","46","8","14","8","13","0","132","55","56","0","132","36","38","12","18","92","67","63","67","39","44","40","47","158","76","92","74","70","58","21","26","11","18","20","32","Census Tract 1991.20, Los Angeles County, California"
"1400000US06037199201","1024","106","980","108","0","132","4","10","0","132","0","132","0","132","0","132","25","40","8","14","27","43","24","22","8","11","72","65","22","34","47","51","93","52","158","103","70","52","261","92","106","70","42","51","13","19","44","47","Census Tract 1992.01, Los Angeles County, California"
"1400000US06037199202","525","99","506","94","0","132","0","132","0","132","0","132","0","132","0","132","24","27","9","15","0","132","0","132","23","25","0","132","12","18","67","52","117","57","46","44","43","57","46","39","39","51","80","54","0","132","19","27","Census Tract 1992.02, Los Angeles County, California"
"1400000US06037199300","419","120","398","114","0","132","0","132","0","132","12","19","0","132","0","132","0","132","0","132","0","132","0","132","0","132","12","19","36","58","0","132","43","46","92","94","58","63","65","45","70","80","0","132","10","16","21","24","Census Tract 1993, Los Angeles County, California"
"1400000US06037199400","972","117","932","116","0","132","0","132","0","132","9","14","18","19","17","28","9","15","0","132","18","29","79","63","9","14","13","20","17","20","74","64","57","46","146","82","130","68","120","81","103","70","113","67","0","132","40","31","Census Tract 1994, Los Angeles County, California"
"1400000US06037199700","741","82","693","86","0","132","0","132","0","132","9","15","0","132","0","132","19","22","26","29","17","27","40","38","0","132","0","132","10","17","28","45","47","45","112","73","57","52","135","71","58","44","99","71","36","48","48","44","Census Tract 1997, Los Angeles County, California"
"1400000US06037199800","1128","130","1050","144","0","132","0","132","0","132","0","132","10","16","23","37","0","132","10","16","41","51","79","65","95","70","30","27","95","58","70","59","19","22","182","91","101","76","137","84","86","67","62","59","10","17","78","63","Census Tract 1998, Los Angeles County, California"
"1400000US06037199900","671","65","665","69","0","132","0","132","0","132","17","25","28","42","0","132","0","132","34","35","0","132","80","53","27","25","63","46","49","43","93","65","38","41","24","32","86","54","100","62","6","11","20","31","0","132","6","11","Census Tract 1999, Los Angeles County, California"
"1400000US06037201110","273","75","257","75","0","132","0","132","0","132","0","132","8","13","0","132","0","132","0","132","25","37","0","132","0","132","11","19","0","132","10","18","26","39","55","41","87","55","18","21","17","25","0","132","0","132","16","24","Census Tract 2011.10, Los Angeles County, California"
