"GEO_ID","B25063_001E","B25063_001M","B25063_002E","B25063_002M","B25063_003E","B25063_003M","B25063_004E","B25063_004M","B25063_005E","B25063_005M","B25063_006E","B25063_006M","B25063_007E","B25063_007M","B25063_008E","B25063_008M","B25063_009E","B25063_009M","B25063_010E","B25063_010M","B25063_011E","B25063_011M","B25063_012E","B25063_012M","B25063_013E","B25063_013M","B25063_014E","B25063_014M","B25063_015E","B25063_015M","B25063_016E","B25063_016M","B25063_017E","B25063_017M","B25063_018E","B25063_018M","B25063_019E","B25063_019M","B25063_020E","B25063_020M","B25063_021E","B25063_021M","B25063_022E","B25063_022M","B25063_023E","B25063_023M","B25063_024E","B25063_024M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!With cash rent","Margin of Error!!Total!!With cash rent","Estimate!!Total!!With cash rent!!Less than $100","Margin of Error!!Total!!With cash rent!!Less than $100","Estimate!!Total!!With cash rent!!$100 to $149","Margin of Error!!Total!!With cash rent!!$100 to $149","Estimate!!Total!!With cash rent!!$150 to $199","Margin of Error!!Total!!With cash rent!!$150 to $199","Estimate!!Total!!With cash rent!!$200 to $249","Margin of Error!!Total!!With cash rent!!$200 to $249","Estimate!!Total!!With cash rent!!$250 to $299","Margin of Error!!Total!!With cash rent!!$250 to $299","Estimate!!Total!!With cash rent!!$300 to $349","Margin of Error!!Total!!With cash rent!!$300 to $349","Estimate!!Total!!With cash rent!!$350 to $399","Margin of Error!!Total!!With cash rent!!$350 to $399","Estimate!!Total!!With cash rent!!$400 to $449","Margin of Error!!Total!!With cash rent!!$400 to $449","Estimate!!Total!!With cash rent!!$450 to $499","Margin of Error!!Total!!With cash rent!!$450 to $499","Estimate!!Total!!With cash rent!!$500 to $549","Margin of Error!!Total!!With cash rent!!$500 to $549","Estimate!!Total!!With cash rent!!$550 to $599","Margin of Error!!Total!!With cash rent!!$550 to $599","Estimate!!Total!!With cash rent!!$600 to $649","Margin of Error!!Total!!With cash rent!!$600 to $649","Estimate!!Total!!With cash rent!!$650 to $699","Margin of Error!!Total!!With cash rent!!$650 to $699","Estimate!!Total!!With cash rent!!$700 to $749","Margin of Error!!Total!!With cash rent!!$700 to $749","Estimate!!Total!!With cash rent!!$750 to $799","Margin of Error!!Total!!With cash rent!!$750 to $799","Estimate!!Total!!With cash rent!!$800 to $899","Margin of Error!!Total!!With cash rent!!$800 to $899","Estimate!!Total!!With cash rent!!$900 to $999","Margin of Error!!Total!!With cash rent!!$900 to $999","Estimate!!Total!!With cash rent!!$1,000 to $1,249","Margin of Error!!Total!!With cash rent!!$1,000 to $1,249","Estimate!!Total!!With cash rent!!$1,250 to $1,499","Margin of Error!!Total!!With cash rent!!$1,250 to $1,499","Estimate!!Total!!With cash rent!!$1,500 to $1,999","Margin of Error!!Total!!With cash rent!!$1,500 to $1,999","Estimate!!Total!!With cash rent!!$2,000 or more","Margin of Error!!Total!!With cash rent!!$2,000 or more","Estimate!!Total!!No cash rent","Margin of Error!!Total!!No cash rent","Geographic Area Name"
"1400000US06037300502","1824","175","1814","177","0","132","0","132","0","132","0","132","0","132","9","15","0","132","0","132","0","132","0","132","0","132","14","23","0","132","99","100","15","23","59","60","131","59","597","171","325","137","406","164","159","106","10","18","Census Tract 3005.02, Los Angeles County, California"
"1400000US06037300600","1523","205","1509","206","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","42","69","0","132","10","17","61","62","66","47","389","146","202","107","482","152","257","141","14","23","Census Tract 3006, Los Angeles County, California"
"1400000US06037300701","347","136","273","106","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","48","55","15","24","119","75","91","74","74","79","Census Tract 3007.01, Los Angeles County, California"
"1400000US06037300702","92","74","92","74","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","38","57","54","52","0","132","Census Tract 3007.02, Los Angeles County, California"
"1400000US06037300800","1115","204","1115","204","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","21","35","0","132","15","23","50","37","311","158","208","113","382","149","128","79","0","132","Census Tract 3008, Los Angeles County, California"
"1400000US06037300901","351","118","296","115","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","78","58","6","16","97","95","115","68","55","46","Census Tract 3009.01, Los Angeles County, California"
"1400000US06037300902","42","41","42","41","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","33","43","9","16","0","132","Census Tract 3009.02, Los Angeles County, California"
"1400000US06037301000","1183","142","1167","143","0","132","0","132","0","132","42","64","0","132","0","132","0","132","0","132","0","132","23","27","0","132","0","132","0","132","0","132","72","67","0","132","132","104","371","161","164","94","268","126","95","79","16","27","Census Tract 3010, Los Angeles County, California"
"1400000US06037301100","1617","173","1587","174","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","16","25","0","132","0","132","16","25","0","132","54","63","40","51","31","37","369","139","531","161","426","181","104","69","30","35","Census Tract 3011, Los Angeles County, California"
"1400000US06037301203","1057","127","1037","124","0","132","0","132","0","132","9","15","0","132","31","49","14","21","29","43","0","132","0","132","0","132","0","132","0","132","0","132","10","16","19","22","32","29","270","94","173","91","297","104","153","85","20","24","Census Tract 3012.03, Los Angeles County, California"
"1400000US06037301204","1905","130","1856","145","0","132","0","132","0","132","0","132","0","132","9","19","39","62","0","132","0","132","0","132","0","132","15","23","19","24","0","132","0","132","27","30","77","56","365","130","342","124","488","145","475","161","49","49","Census Tract 3012.04, Los Angeles County, California"
"1400000US06037301205","137","87","137","87","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","17","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","17","45","57","0","132","72","67","0","132","0","132","Census Tract 3012.05, Los Angeles County, California"
"1400000US06037301206","1135","159","1097","173","0","132","0","132","0","132","0","132","0","132","12","20","0","132","0","132","0","132","0","132","0","132","0","132","72","79","0","132","0","132","22","27","28","34","203","103","175","118","504","136","81","76","38","56","Census Tract 3012.06, Los Angeles County, California"
"1400000US06037301300","25","26","11","17","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","11","17","0","132","0","132","14","22","Census Tract 3013, Los Angeles County, California"
"1400000US06037301400","142","75","111","60","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","17","24","11","18","39","46","10","18","34","24","31","47","Census Tract 3014, Los Angeles County, California"
"1400000US06037301501","191","58","178","61","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","43","44","48","41","44","51","0","132","43","33","13","21","Census Tract 3015.01, Los Angeles County, California"
"1400000US06037301502","2376","98","2351","103","0","132","0","132","0","132","0","132","0","132","0","132","11","19","0","132","49","74","0","132","10","16","13","20","0","132","35","45","10","16","37","45","237","105","432","143","635","175","790","210","92","77","25","29","Census Tract 3015.02, Los Angeles County, California"
"1400000US06037301601","2021","110","2021","110","0","132","0","132","0","132","0","132","0","132","0","132","26","42","0","132","26","42","9","14","19","23","0","132","21","32","25","29","8","13","138","112","236","134","602","185","479","138","418","152","14","21","0","132","Census Tract 3016.01, Los Angeles County, California"
"1400000US06037301602","1119","113","1119","113","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","53","48","31","40","31","28","0","132","19","21","22","23","126","78","137","62","70","47","315","108","217","80","78","61","20","25","0","132","Census Tract 3016.02, Los Angeles County, California"
"1400000US06037301701","394","110","385","111","0","132","0","132","0","132","0","132","0","132","0","132","31","49","0","132","0","132","38","43","0","132","11","17","0","132","0","132","0","132","74","67","84","75","53","38","43","34","11","17","40","47","9","16","Census Tract 3017.01, Los Angeles County, California"
"1400000US06037301702","1418","153","1405","157","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","6","11","0","132","0","132","31","38","0","132","33","41","30","49","162","95","124","74","333","130","353","129","282","95","51","32","13","21","Census Tract 3017.02, Los Angeles County, California"
"1400000US06037301801","1201","136","1201","136","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","25","31","35","43","38","59","0","132","0","132","117","84","641","125","150","71","74","47","121","82","0","132","Census Tract 3018.01, Los Angeles County, California"
"1400000US06037301802","1007","155","1007","155","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","17","0","132","15","24","36","42","88","57","65","96","399","151","86","58","201","134","107","76","0","132","Census Tract 3018.02, Los Angeles County, California"
"1400000US06037301900","1991","193","1968","195","0","132","0","132","0","132","25","42","52","51","12","19","10","17","0","132","7","12","57","84","0","132","0","132","0","132","0","132","28","28","121","103","94","86","385","141","549","156","556","173","72","70","23","29","Census Tract 3019, Los Angeles County, California"
"1400000US06037302002","1157","129","1140","125","0","132","0","132","0","132","0","132","0","132","0","132","0","132","9","14","0","132","0","132","0","132","0","132","0","132","0","132","52","65","32","29","96","54","444","123","218","93","240","95","49","38","17","21","Census Tract 3020.02, Los Angeles County, California"
"1400000US06037302003","1178","116","1178","116","0","132","0","132","0","132","0","132","0","132","65","54","0","132","14","22","0","132","0","132","0","132","0","132","13","22","15","24","56","72","43","68","69","51","255","114","285","117","245","93","118","104","0","132","Census Tract 3020.03, Los Angeles County, California"
"1400000US06037302004","1500","110","1470","113","0","132","0","132","0","132","0","132","0","132","35","54","0","132","29","41","0","132","0","132","0","132","0","132","0","132","13","20","0","132","118","81","231","124","503","134","284","121","210","64","47","37","30","28","Census Tract 3020.04, Los Angeles County, California"
"1400000US06037302102","1669","166","1669","166","0","132","0","132","0","132","0","132","0","132","0","132","0","132","30","49","30","48","0","132","14","23","0","132","14","22","13","22","62","61","167","100","286","122","497","131","397","146","65","63","94","77","0","132","Census Tract 3021.02, Los Angeles County, California"
"1400000US06037302103","1569","145","1525","148","0","132","0","132","0","132","0","132","11","18","14","21","0","132","0","132","0","132","40","64","11","19","0","132","0","132","70","71","36","35","127","92","93","66","392","142","265","118","422","127","44","37","44","44","Census Tract 3021.03, Los Angeles County, California"
"1400000US06037302104","1281","77","1281","77","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","9","15","0","132","17","19","58","47","10","16","93","52","159","77","459","99","234","90","242","84","0","132","0","132","Census Tract 3021.04, Los Angeles County, California"
"1400000US06037302201","1359","90","1347","89","0","132","0","132","0","132","118","67","100","57","58","34","40","44","30","28","9","15","0","132","19","29","0","132","11","17","33","31","23","26","159","83","122","72","178","86","323","115","124","70","0","132","12","22","Census Tract 3022.01, Los Angeles County, California"
"1400000US06037302202","1537","135","1528","136","0","132","0","132","0","132","0","132","24","30","16","27","0","132","43","35","9","15","26","41","12","18","9","14","8","12","41","26","141","95","121","72","169","84","374","115","244","99","291","82","0","132","9","13","Census Tract 3022.02, Los Angeles County, California"
"1400000US06037302301","917","122","899","122","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","14","22","0","132","0","132","7","12","5","8","0","132","50","41","126","69","228","92","157","71","222","94","90","65","18","29","Census Tract 3023.01, Los Angeles County, California"
"1400000US06037302302","1589","90","1541","100","0","132","0","132","0","132","36","40","7","12","19","30","19","28","11","17","40","38","0","132","8","12","8","13","25","38","34","40","73","40","78","51","202","71","441","119","262","90","262","96","16","23","48","37","Census Tract 3023.02, Los Angeles County, California"
"1400000US06037302401","1932","123","1839","156","0","132","0","132","0","132","46","54","28","36","0","132","0","132","0","132","0","132","0","132","0","132","33","52","75","68","157","88","209","115","185","106","412","143","436","147","155","84","83","66","20","30","93","99","Census Tract 3024.01, Los Angeles County, California"
"1400000US06037302503","1323","108","1310","108","0","132","12","21","0","132","0","132","18","28","24","39","0","132","0","132","0","132","0","132","38","42","0","132","0","132","10","16","42","62","140","76","165","103","400","141","281","107","180","89","0","132","13","22","Census Tract 3025.03, Los Angeles County, California"
"1400000US06037302504","1277","91","1277","91","0","132","0","132","0","132","44","68","0","132","0","132","31","49","0","132","11","18","0","132","0","132","53","52","0","132","17","27","41","45","140","85","133","102","453","144","127","67","218","96","9","15","0","132","Census Tract 3025.04, Los Angeles County, California"
"1400000US06037302505","1085","111","1070","112","0","132","0","132","0","132","0","132","0","132","0","132","0","132","63","75","0","132","0","132","0","132","0","132","0","132","0","132","0","132","119","86","78","61","514","142","223","101","67","70","6","11","15","22","Census Tract 3025.05, Los Angeles County, California"
"1400000US06037302506","861","135","861","135","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","25","27","13","19","46","39","0","132","31","48","46","42","80","65","64","50","138","83","265","110","111","77","42","58","0","132","Census Tract 3025.06, Los Angeles County, California"
"1400000US06037310100","209","109","209","109","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","55","66","0","132","89","82","65","46","0","132","Census Tract 3101, Los Angeles County, California"
"1400000US06037310201","1124","166","1088","167","0","132","0","132","0","132","0","132","0","132","23","38","0","132","0","132","0","132","0","132","0","132","0","132","0","132","16","30","38","48","64","61","28","33","178","97","227","107","458","184","56","58","36","50","Census Tract 3102.01, Los Angeles County, California"
"1400000US06037310202","1111","135","1035","127","0","132","0","132","0","132","12","19","12","19","0","132","0","132","0","132","0","132","35","56","40","66","0","132","0","132","0","132","0","132","55","69","0","132","119","77","295","96","376","127","91","77","76","63","Census Tract 3102.02, Los Angeles County, California"
"1400000US06037310300","160","103","160","103","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","31","48","58","66","71","70","0","132","Census Tract 3103, Los Angeles County, California"
"1400000US06037310400","510","89","451","84","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","13","16","0","132","0","132","32","28","68","56","178","52","30","31","43","30","87","61","59","49","Census Tract 3104, Los Angeles County, California"
"1400000US06037310501","922","95","922","95","0","132","0","132","0","132","0","132","0","132","11","16","0","132","0","132","0","132","0","132","0","132","20","23","0","132","0","132","10","16","106","57","189","88","205","96","232","94","123","79","26","35","0","132","Census Tract 3105.01, Los Angeles County, California"
"1400000US06037310601","1526","176","1526","176","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","33","45","91","85","86","66","226","137","343","136","241","107","341","112","165","116","0","132","Census Tract 3106.01, Los Angeles County, California"
"1400000US06037310602","781","81","781","81","0","132","0","132","0","132","0","132","0","132","0","132","0","132","9","14","0","132","13","21","0","132","0","132","21","33","11","20","0","132","39","47","0","132","87","75","230","92","311","114","60","56","0","132","Census Tract 3106.02, Los Angeles County, California"
"1400000US06037310701","991","103","961","106","0","132","0","132","0","132","84","58","82","65","18","22","0","132","75","65","29","26","0","132","6","11","0","132","14","21","10","16","9","14","34","30","35","33","158","72","234","95","111","62","62","47","30","29","Census Tract 3107.01, Los Angeles County, California"
"1400000US06037310702","2888","200","2818","211","0","132","0","132","13","20","14","21","75","72","53","68","0","132","40","63","53","37","26","30","13","22","50","52","69","52","40","31","14","23","62","76","134","85","724","190","657","178","601","181","180","71","70","69","Census Tract 3107.02, Los Angeles County, California"
"1400000US06037310703","1829","148","1829","148","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","23","35","12","19","16","25","47","54","58","73","155","86","552","146","403","147","427","120","136","104","0","132","Census Tract 3107.03, Los Angeles County, California"
"1400000US06037310800","929","165","922","165","0","132","0","132","0","132","0","132","10","17","0","132","0","132","11","17","0","132","0","132","0","132","7","11","0","132","21","25","35","58","97","106","200","91","209","109","115","91","130","81","87","76","7","14","Census Tract 3108, Los Angeles County, California"
"1400000US06037310900","762","161","746","160","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","14","22","69","75","14","25","0","132","109","82","117","80","143","95","47","46","233","114","16","26","Census Tract 3109, Los Angeles County, California"
"1400000US06037311000","501","100","451","97","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","6","9","0","132","9","13","0","132","0","132","19","22","22","33","27","25","23","29","127","59","74","51","106","65","38","32","50","44","Census Tract 3110, Los Angeles County, California"
"1400000US06037311100","367","97","348","97","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","8","14","9","14","14","21","0","132","17","20","187","78","9","18","59","39","45","39","19","22","Census Tract 3111, Los Angeles County, California"
"1400000US06037311200","472","96","464","97","0","132","0","132","0","132","0","132","0","132","0","132","0","132","23","36","0","132","0","132","8","12","0","132","9","13","9","14","9","14","40","30","26","24","91","62","80","49","152","82","17","19","8","13","Census Tract 3112, Los Angeles County, California"
"1400000US06037311300","396","107","396","107","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","15","96","74","30","28","129","71","69","52","41","36","21","26","0","132","Census Tract 3113, Los Angeles County, California"
"1400000US06037311400","472","98","451","96","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","7","12","0","132","0","132","0","132","0","132","0","132","0","132","20","22","49","40","83","57","9","13","205","88","78","53","21","24","Census Tract 3114, Los Angeles County, California"
"1400000US06037311500","1281","142","1281","142","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","83","88","52","48","81","87","340","130","274","107","262","98","189","129","0","132","Census Tract 3115, Los Angeles County, California"
"1400000US06037311600","2637","252","2603","250","0","132","0","132","0","132","0","132","0","132","0","132","12","19","0","132","0","132","61","79","0","132","11","18","12","20","13","20","0","132","72","81","93","65","491","144","677","195","802","174","359","126","34","54","Census Tract 3116, Los Angeles County, California"
"1400000US06037311700","1038","162","1028","161","0","132","0","132","0","132","0","132","0","132","0","132","0","132","9","16","0","132","0","132","18","31","0","132","0","132","45","58","9","16","68","45","127","97","238","122","284","120","118","73","112","71","10","15","Census Tract 3117, Los Angeles County, California"
"1400000US06037311801","1023","139","1010","137","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","15","28","0","132","42","60","27","29","450","165","290","122","65","57","121","88","13","23","Census Tract 3118.01, Los Angeles County, California"
"1400000US06037311802","1168","123","1168","123","0","132","0","132","0","132","0","132","28","32","35","53","0","132","0","132","0","132","0","132","16","25","0","132","14","23","70","79","41","41","119","83","106","83","295","120","194","103","200","89","50","45","0","132","Census Tract 3118.02, Los Angeles County, California"
"1400000US06037320000","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","Census Tract 3200, Los Angeles County, California"
"1400000US06037320100","499","147","456","135","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","58","71","0","132","7","12","39","48","85","71","0","132","226","112","41","43","43","56","Census Tract 3201, Los Angeles County, California"
"1400000US06037320201","822","136","822","136","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","52","82","0","132","0","132","19","32","22","34","31","49","79","80","215","120","193","105","165","110","0","132","46","51","0","132","Census Tract 3202.01, Los Angeles County, California"
"1400000US06037320202","626","160","573","157","0","132","0","132","0","132","0","132","35","57","0","132","0","132","0","132","0","132","0","132","0","132","0","132","52","82","0","132","37","57","58","64","57","57","35","50","111","113","154","125","34","45","53","55","Census Tract 3202.02, Los Angeles County, California"
"1400000US06037320300","861","159","850","157","0","132","0","132","0","132","0","132","0","132","0","132","18","28","11","18","0","132","24","38","20","24","11","17","84","56","34","38","51","47","101","76","118","81","180","93","64","43","96","65","38","47","11","17","Census Tract 3203, Los Angeles County, California"
"1400000US06037400204","74","63","74","63","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","33","50","0","132","32","34","9","15","0","132","Census Tract 4002.04, Los Angeles County, California"
"1400000US06037400205","73","58","47","42","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","17","31","0","132","0","132","30","31","26","40","Census Tract 4002.05, Los Angeles County, California"
"1400000US06037400206","86","47","86","47","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","17","0","132","13","19","17","18","7","11","39","38","0","132","Census Tract 4002.06, Los Angeles County, California"
"1400000US06037400207","57","47","57","47","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","7","12","0","132","0","132","27","42","15","23","8","12","0","132","Census Tract 4002.07, Los Angeles County, California"
"1400000US06037400302","457","87","457","87","0","132","0","132","0","132","7","11","64","50","23","23","0","132","0","132","8","14","0","132","4","10","0","132","0","132","0","132","0","132","19","23","97","76","95","67","0","132","79","72","61","48","0","132","Census Tract 4003.02, Los Angeles County, California"
"1400000US06037400304","1224","165","1196","166","0","132","0","132","0","132","0","132","10","17","0","132","32","51","0","132","0","132","70","71","2","12","0","132","0","132","0","132","32","45","88","86","34","36","209","120","285","133","342","129","92","88","28","31","Census Tract 4003.04, Los Angeles County, California"
"1400000US06037400402","342","97","322","92","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","7","13","55","60","7","11","0","132","0","132","10","14","0","132","91","64","27","20","108","78","17","20","20","24","Census Tract 4004.02, Los Angeles County, California"
"1400000US06037400403","403","104","364","102","0","132","0","132","0","132","0","132","0","132","0","132","11","18","0","132","0","132","0","132","0","132","0","132","23","30","0","132","0","132","31","48","42","63","15","18","87","67","89","60","66","60","39","49","Census Tract 4004.03, Los Angeles County, California"
"1400000US06037400404","148","69","103","45","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","12","19","0","132","0","132","0","132","0","132","0","132","13","22","78","37","45","55","Census Tract 4004.04, Los Angeles County, California"
"1400000US06037400501","32","32","15","19","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","9","14","0","132","0","132","0","132","0","132","6","12","17","26","Census Tract 4005.01, Los Angeles County, California"
"1400000US06037400602","607","107","607","107","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","13","20","9","15","9","13","10","16","58","64","17","26","78","71","47","47","113","59","152","70","37","32","64","55","0","132","Census Tract 4006.02, Los Angeles County, California"
"1400000US06037400603","520","108","482","105","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","9","14","0","132","0","132","0","132","18","19","32","38","0","132","137","72","171","80","89","52","26","31","38","45","Census Tract 4006.03, Los Angeles County, California"
"1400000US06037400604","307","98","307","98","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","29","32","113","84","82","60","83","68","0","132","0","132","Census Tract 4006.04, Los Angeles County, California"
"1400000US06037400800","349","75","319","72","0","132","0","132","11","16","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","16","0","132","0","132","0","132","0","132","0","132","9","15","54","51","64","39","162","71","9","14","30","28","Census Tract 4008, Los Angeles County, California"
"1400000US06037400900","425","93","425","93","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","12","18","0","132","0","132","0","132","0","132","9","16","52","62","21","34","70","68","73","55","176","78","12","18","0","132","Census Tract 4009, Los Angeles County, California"
"1400000US06037401001","50","38","50","38","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","14","22","0","132","10","17","0","132","13","21","0","132","5","11","8","13","0","132","Census Tract 4010.01, Los Angeles County, California"
"1400000US06037401002","686","110","676","112","0","132","0","132","0","132","42","44","33","26","33","36","0","132","0","132","0","132","0","132","0","132","0","132","20","32","36","56","29","35","18","28","34","28","184","79","76","38","113","58","58","68","10","17","Census Tract 4010.02, Los Angeles County, California"
"1400000US06037401101","1027","127","982","127","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","15","0","132","0","132","9","14","20","23","10","16","20","21","42","66","60","38","188","83","194","87","165","88","227","98","37","43","45","32","Census Tract 4011.01, Los Angeles County, California"
"1400000US06037401102","601","118","601","118","0","132","0","132","0","132","0","132","13","21","0","132","0","132","0","132","12","20","12","21","13","21","11","19","16","25","0","132","0","132","40","36","23","27","152","80","86","42","187","87","36","27","0","132","Census Tract 4011.02, Los Angeles County, California"
"1400000US06037401201","265","89","224","81","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","58","35","36","47","74","75","56","46","41","41","Census Tract 4012.01, Los Angeles County, California"
"1400000US06037401202","110","62","110","62","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","28","40","11","18","44","31","27","31","0","132","Census Tract 4012.02, Los Angeles County, California"
"1400000US06037401203","320","90","320","90","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","11","18","0","132","0","132","93","62","102","69","48","50","66","52","0","132","Census Tract 4012.03, Los Angeles County, California"
"1400000US06037401303","76","43","76","43","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","12","21","0","132","64","45","0","132","Census Tract 4013.03, Los Angeles County, California"
"1400000US06037401304","354","127","252","114","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","20","31","0","132","0","132","0","132","0","132","0","132","38","62","10","16","23","19","15","23","51","62","95","88","102","90","Census Tract 4013.04, Los Angeles County, California"
"1400000US06037401311","1036","129","1026","130","40","59","0","132","0","132","12","20","0","132","0","132","0","132","0","132","0","132","0","132","12","19","13","21","5","9","26","28","0","132","141","83","77","61","94","80","116","67","449","155","41","53","10","16","Census Tract 4013.11, Los Angeles County, California"
"1400000US06037401312","118","59","118","59","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","10","16","0","132","0","132","20","30","28","33","0","132","60","46","0","132","0","132","Census Tract 4013.12, Los Angeles County, California"
"1400000US06037401500","477","135","407","116","0","132","0","132","0","132","0","132","14","21","0","132","8","13","0","132","0","132","37","61","39","39","0","132","9","14","0","132","0","132","49","44","73","44","106","56","18","21","54","41","0","132","70","56","Census Tract 4015, Los Angeles County, California"
"1400000US06037401601","417","156","417","156","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","6","10","12","19","0","132","13","20","0","132","95","71","48","50","137","95","106","102","0","132","Census Tract 4016.01, Los Angeles County, California"
"1400000US06037401602","914","155","914","155","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","15","24","10","16","100","96","73","60","360","120","182","89","126","84","48","39","0","132","Census Tract 4016.02, Los Angeles County, California"
"1400000US06037401603","278","93","232","80","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","0","132","11","16","0","132","0","132","0","132","0","132","0","132","0","132","40","32","10","16","80","56","91","53","46","45","Census Tract 4016.03, Los Angeles County, California"
