ZIPcode,TaxRateArea_CITY,AIN,RollYear,TaxRateArea,AssessorID,PropertyLocation,PropertyType,PropertyUseCode,GeneralUseType,SpecificUseType,SpecificUseDetail1,SpecificUseDetail2,totBuildingDataLines,YearBuilt,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,Units,RecordingDate,LandValue,LandBaseYear,ImprovementValue,ImpBaseYear,TotalLandImpValue,HomeownersExemption,RealEstateExemption,FixtureValue,FixtureExemption,PersonalPropertyValue,PersonalPropertyExemption,isTaxableParcel?,TotalValue,TotalExemption,netTaxableValue,SpecialParcelClassification,AdministrativeRegion,Cluster,ParcelBoundaryDescription,HouseNo,HouseFraction,StreetDirection,StreetName,UnitNo,City,ZIPcode5,rowID,CENTER_LAT,CENTER_LON,Location 1
90017,LOS ANGELES,5144033172,2021,00211,5144-033-172,"877 S FRANCISCO ST, 1519  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,514,0,1,1,20160930,39385.00,2014,311486.00,2018,350871.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,350871.00,0.00,350871.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1519 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1519,LOS ANGELES CA,90017,20215144033172,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029083,2021,00211,5144-029-083,"648 S FLOWER ST, NO   705  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,1160,0,2,1,20151215,64720.00,2016,254920.00,2016,319640.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,319640.00,0.00,319640.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 705 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   705,LOS ANGELES CA,90017,20215144029083,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144034059,2021,00211,5144-034-059,"877 S FRANCISCO ST, 2302  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,823,1,1,1,20180828,159737.00,2019,848156.00,2019,1007893.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,1007893.00,0.00,1007893.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2302 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2302,LOS ANGELES CA,90017,20215144034059,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034123,2021,00211,5144-034-123,"877 S FRANCISCO ST, 2812  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,909,1,2,1,20160930,68963.00,2014,483517.00,2018,552480.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,552480.00,0.00,552480.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2812 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2812,LOS ANGELES CA,90017,20215144034123,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034134,2021,00211,5144-034-134,"877 S FRANCISCO ST, 2912  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,909,1,2,1,20160930,68963.00,2014,483517.00,2018,552480.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,552480.00,0.00,552480.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2912 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2912,LOS ANGELES CA,90017,20215144034134,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033162,2021,00211,5144-033-162,"877 S FRANCISCO ST, 1507  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,870,1,1,1,20190102,103056.00,2019,824453.00,2019,927509.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,927509.00,0.00,927509.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1507 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1507,LOS ANGELES CA,90017,20215144033162,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034209,2021,00211,5144-034-209,"877 S FRANCISCO ST, 3610  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,825,1,1,1,20160930,62673.00,2014,445186.00,2018,507859.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,507859.00,0.00,507859.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3610 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3610,LOS ANGELES CA,90017,20215144034209,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033140,2021,00211,5144-033-140,"877 S FRANCISCO ST, 1209  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,975,1,1,1,20160930,73904.00,2014,513486.00,2018,587390.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,587390.00,0.00,587390.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1209 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1209,LOS ANGELES CA,90017,20215144033140,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033079,2021,00211,5144-033-079,"877 S FRANCISCO ST, 922  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,714,1,1,1,20180711,324628.00,2019,602881.00,2019,927509.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,927509.00,0.00,927509.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 922 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,922,LOS ANGELES CA,90017,20215144033079,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029046,2021,00211,5144-029-046,"648 S FLOWER ST, NO   510  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,950,0,2,1,20151215,52990.00,2016,208840.00,2016,261830.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,261830.00,0.00,261830.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 510 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   510,LOS ANGELES CA,90017,20215144029046,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144035035,2021,00211,5144-035-035,"877 S FRANCISCO ST, 4202  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,823,1,1,1,20180730,718551.00,2019,669868.00,2019,1388419.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,1388419.00,0.00,1388419.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 4202 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,4202,LOS ANGELES CA,90017,20215144035035,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034091,2021,00211,5144-034-091,"877 S FRANCISCO ST, 2601  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,909,1,2,1,20160930,68962.00,2014,483517.00,2018,552479.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,552479.00,0.00,552479.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2601 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2601,LOS ANGELES CA,90017,20215144034091,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144035003,2021,00211,5144-035-003,"877 S FRANCISCO ST, 3903  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,695,1,1,1,20160930,52937.00,2014,385012.00,2018,437949.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,437949.00,0.00,437949.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3903 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3903,LOS ANGELES CA,90017,20215144035003,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144035022,2021,00211,5144-035-022,"877 S FRANCISCO ST, 4012  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,909,1,2,1,20160930,68963.00,2014,483517.00,2018,552480.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,552480.00,0.00,552480.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 4012 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,4012,LOS ANGELES CA,90017,20215144035022,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029115,2021,00211,5144-029-115,"648 S FLOWER ST, NO   821  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,970,0,1,1,20151215,54150.00,2016,213130.00,2016,267280.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,267280.00,0.00,267280.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 821 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   821,LOS ANGELES CA,90017,20215144029115,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144034076,2021,00211,5144-034-076,"877 S FRANCISCO ST, 2409  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,1429,2,3,1,20160930,107898.00,2014,721060.00,2018,828958.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,828958.00,0.00,828958.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2409 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2409,LOS ANGELES CA,90017,20215144034076,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029127,2021,00211,5144-029-127,"648 S FLOWER ST, NO   908  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,800,0,1,1,20151215,44620.00,2016,175840.00,2016,220460.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,220460.00,0.00,220460.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 908 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   908,LOS ANGELES CA,90017,20215144029127,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144034104,2021,00211,5144-034-104,"877 S FRANCISCO ST, 2703  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,695,1,1,1,20180802,542387.00,2019,332564.00,2019,874951.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,874951.00,0.00,874951.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2703 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2703,LOS ANGELES CA,90017,20215144034104,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029027,2021,00211,5144-029-027,"648 S FLOWER ST, NO   413  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,780,0,1,1,20151215,43460.00,2016,171450.00,2016,214910.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,214910.00,0.00,214910.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 413 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   413,LOS ANGELES CA,90017,20215144029027,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144033212,2021,00211,5144-033-212,"877 S FRANCISCO ST, 1709  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,975,1,1,1,20160930,73904.00,2014,513486.00,2018,587390.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,587390.00,0.00,587390.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1709 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1709,LOS ANGELES CA,90017,20215144033212,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033226,2021,00211,5144-033-226,"877 S FRANCISCO ST, 1726  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,533,0,1,1,20190815,368983.00,2020,257439.00,2020,626422.00,7000.00,0.00,0.00,0.00,0.00,0.00,Y,626422.00,7000.00,619422.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1726 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1726,LOS ANGELES CA,90017,20215144033226,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033229,2021,00211,5144-033-229,"877 S FRANCISCO ST, 1801  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,909,1,2,1,20160930,68962.00,2014,483517.00,2018,552479.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,552479.00,0.00,552479.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1801 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1801,LOS ANGELES CA,90017,20215144033229,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029142,2021,00211,5144-029-142,"648 S FLOWER ST, NO   923  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,920,0,1,1,20151215,51320.00,2016,202240.00,2016,253560.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,253560.00,0.00,253560.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 923 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   923,LOS ANGELES CA,90017,20215144029142,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144033111,2021,00211,5144-033-111,"877 S FRANCISCO ST, 1103  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,695,1,1,1,20160930,52937.00,2014,385012.00,2018,437949.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,437949.00,0.00,437949.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1103 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1103,LOS ANGELES CA,90017,20215144033111,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033211,2021,00211,5144-033-211,"877 S FRANCISCO ST, 1708  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,852,1,1,1,20160930,64694.00,2014,457206.00,2018,521900.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,521900.00,0.00,521900.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1708 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1708,LOS ANGELES CA,90017,20215144033211,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144035008,2021,00211,5144-035-008,"877 S FRANCISCO ST, 3909  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,1429,2,3,1,20160930,107898.00,2014,721060.00,2018,828958.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,828958.00,0.00,828958.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3909 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3909,LOS ANGELES CA,90017,20215144035008,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034223,2021,00211,5144-034-223,"877 S FRANCISCO ST, 3801  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,909,1,2,1,20160930,68962.00,2014,483517.00,2018,552479.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,552479.00,0.00,552479.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3801 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3801,LOS ANGELES CA,90017,20215144034223,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033094,2021,00211,5144-033-094,"877 S FRANCISCO ST, 1011  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,963,1,2,1,20160930,73006.00,2014,507559.00,2018,580565.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,580565.00,0.00,580565.00,,09,09296,TR=66352 LOT 2 MOD A  CONDO UNIT 1011 UNIT 1011 (AIRSPACE 1/514 INT IN C/A),877,,S,FRANCISCO ST,1011,LOS ANGELES CA,90017,20215144033094,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144035039,2021,00211,5144-035-039,"877 S FRANCISCO ST, 4207  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,870,1,1,1,20200414,665119.00,2020,415965.00,2020,1081084.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,1081084.00,0.00,1081084.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 4207 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,4207,LOS ANGELES CA,90017,20215144035039,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033017,2021,00211,5144-033-017,"877 S FRANCISCO ST, 506  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,1018,1,2,1,20160930,77123.00,2014,533057.00,2018,610180.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,610180.00,0.00,610180.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 506 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,506,LOS ANGELES CA,90017,20215144033017,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029137,2021,00211,5144-029-137,"648 S FLOWER ST, NO   918  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,1250,0,2,1,20151215,69750.00,2016,274720.00,2016,344470.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,344470.00,0.00,344470.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 918 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   918,LOS ANGELES CA,90017,20215144029137,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144035027,2021,00211,5144-035-027,"877 S FRANCISCO ST, 4106  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,1310,2,2,1,20190129,133973.00,2019,1751964.00,2019,1885937.00,7000.00,0.00,0.00,0.00,0.00,0.00,Y,1885937.00,7000.00,1878937.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 4106 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,4106,LOS ANGELES CA,90017,20215144035027,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033047,2021,00211,5144-033-047,"877 S FRANCISCO ST, 708  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,852,1,1,1,20160930,64694.00,2014,457206.00,2018,521900.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,521900.00,0.00,521900.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 708 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,708,LOS ANGELES CA,90017,20215144033047,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034159,2021,00211,5144-034-159,"877 S FRANCISCO ST, 3203  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,695,1,1,1,20160930,52937.00,2014,385012.00,2018,437949.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,437949.00,0.00,437949.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3203 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3203,LOS ANGELES CA,90017,20215144034159,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144033030,2021,00211,5144-033-030,"877 S FRANCISCO ST, 605  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,518,0,1,1,20180829,360698.00,2019,255580.00,2019,616278.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,616278.00,0.00,616278.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 605 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,605,LOS ANGELES CA,90017,20215144033030,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144029068,2021,00211,5144-029-068,"648 S FLOWER ST, NO   611  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,1210,0,1,1,20151215,67550.00,2016,265920.00,2016,333470.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,333470.00,0.00,333470.00,,23,23408,TR=63153 LOT 1 CONDO UNIT 611 (AIRSPACE AND 1/223 INT IN COMMON AREA),648,,S,FLOWER ST,NO   611,LOS ANGELES CA,90017,20215144029068,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144029229,2021,00211,5144-029-229,"648 S FLOWER ST, PH2    2  LOS ANGELES CA  90017",SFR,01HG,Residential,Single Family Residence,High Rise 5 Stories or More,Mills Act Property,1,1926,1980,1950,0,2,1,20151215,108820.00,2016,428560.00,2016,537380.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,537380.00,0.00,537380.00,,23,23408,"TR=63153 LOT 1 CONDO UNIT PH2-2 (AIRSPACE,1/223 INT IN COMMON AREA)",648,,S,FLOWER ST,PH2    2,LOS ANGELES CA,90017,20215144029229,34.048653710000004,-118.25812716999999,"(34.04865371, -118.25812717)"
90017,LOS ANGELES,5144033147,2021,00211,5144-033-147,"877 S FRANCISCO ST, 1218  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,496,0,1,1,20160930,38038.00,2014,293652.00,2018,331690.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,331690.00,0.00,331690.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1218 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1218,LOS ANGELES CA,90017,20215144033147,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034027,2021,00211,5144-034-027,"877 S FRANCISCO ST, 2003  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,695,1,1,1,20160930,52937.00,2014,385012.00,2018,437949.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,437949.00,0.00,437949.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2003 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2003,LOS ANGELES CA,90017,20215144034027,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034006,2021,00211,5144-034-006,"877 S FRANCISCO ST, 1907  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,870,1,1,1,20160930,66042.00,2014,465571.00,2018,531613.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,531613.00,0.00,531613.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1907 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1907,LOS ANGELES CA,90017,20215144034006,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034008,2021,00211,5144-034-008,"877 S FRANCISCO ST, 1909  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,975,1,1,1,20160930,73904.00,2014,513486.00,2018,587390.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,587390.00,0.00,587390.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 1909 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,1909,LOS ANGELES CA,90017,20215144034008,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034154,2021,00211,5144-034-154,"877 S FRANCISCO ST, 3110  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,825,1,1,1,20160930,62673.00,2014,445186.00,2018,507859.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,507859.00,0.00,507859.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 3110 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,3110,LOS ANGELES CA,90017,20215144034154,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
90017,LOS ANGELES,5144034040,2021,00211,5144-034-040,"877 S FRANCISCO ST, 2106  LOS ANGELES CA  90017",CND,01HC,Residential,Single Family Residence,High Rise 5 Stories or More,Condominium,1,2017,2017,1310,2,2,1,20160930,98989.00,2014,667458.00,2018,766447.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,766447.00,0.00,766447.00,,09,09296,TR=66352 LOT 2 MOD A CONDO UNIT 2106 (AIRSPACE AND 1/514 INT IN COMMON AREA),877,,S,FRANCISCO ST,2106,LOS ANGELES CA,90017,20215144034040,34.04832038,-118.26383065,"(34.04832038, -118.26383065)"
