ZIPcode,TaxRateArea_CITY,AIN,RollYear,TaxRateArea,AssessorID,PropertyLocation,PropertyType,PropertyUseCode,GeneralUseType,SpecificUseType,SpecificUseDetail1,SpecificUseDetail2,totBuildingDataLines,YearBuilt,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,Units,RecordingDate,LandValue,LandBaseYear,ImprovementValue,ImpBaseYear,TotalLandImpValue,HomeownersExemption,RealEstateExemption,FixtureValue,FixtureExemption,PersonalPropertyValue,PersonalPropertyExemption,isTaxableParcel?,TotalValue,TotalExemption,netTaxableValue,SpecialParcelClassification,AdministrativeRegion,Cluster,ParcelBoundaryDescription,HouseNo,HouseFraction,StreetDirection,StreetName,UnitNo,City,ZIPcode5,rowID,CENTER_LAT,CENTER_LON,Location 1
90017,LOS ANGELES,5143025042,2021,00067,5143-025-042,632 BIXEL ST  LOS ANGELES CA  90017,R-I,0553,Residential,Five or More Units or Apartments (Any Combination),5 Stories or More,Pool and Misc.,0,0,0,0,0,0,0,20150924,8163418.00,2016,0.00,2016,8163418.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,8163418.00,0.00,8163418.00,,23,23408,"POR LOT 1 BLK 37 MR 2-108-111,LOT 84 1/2 AND POR LOTS 79 THRU 86 MR 52-85-86",632,,,BIXEL ST,,LOS ANGELES CA,90017,20215143025042,34.053296500000002,-118.26220733,"(34.0532965, -118.26220733)"
90017,LOS ANGELES,5143027120,2021,00067,5143-027-120,"1010 WILSHIRE BLVD, NO   713  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,720,1,1,1,20061002,14827.00,2005,123436.00,2008,138263.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,138263.00,0.00,138263.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 713 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   713,LOS ANGELES CA,90017,20215143027120,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5144006042,2021,00211,5144-006-042,"655 S HOPE ST, NO   703  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1964,2000,640,1,1,1,20191011,121243.00,2020,372822.00,2020,494065.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,494065.00,0.00,494065.00,,09,09296,TR=67656 LOT 1 CONDO UNIT 11 (AIRSPACE AND 1/81 INT IN COMMON AREA),655,,S,HOPE ST,NO   703,LOS ANGELES CA,90017,20215144006042,34.048372319999999,-118.25769099,"(34.04837232, -118.25769099)"
90017,LOS ANGELES,5143027026,2021,00067,5143-027-026,"1010 WILSHIRE BLVD, NO   110  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1530,1,1,1,20061002,14827.00,2005,262310.00,2008,277137.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,277137.00,0.00,277137.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 110 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   110,LOS ANGELES CA,90017,20215143027026,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143027073,2021,00067,5143-027-073,"1010 WILSHIRE BLVD, NO   411  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1030,1,1,1,20061002,14827.00,2005,176585.00,2008,191412.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,191412.00,0.00,191412.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 411 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   411,LOS ANGELES CA,90017,20215143027073,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5144006059,2021,00211,5144-006-059,"655 S HOPE ST, NO   905  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1964,2000,1170,2,2,1,20131028,317098.00,2014,328424.00,2014,645522.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,645522.00,0.00,645522.00,,09,09296,TR=67656 LOT 1 CONDO UNIT 28 (AIRSPACE AND 1/81 INT IN COMMON AREA),655,,S,HOPE ST,NO   905,LOS ANGELES CA,90017,20215144006059,34.048372319999999,-118.25769099,"(34.04837232, -118.25769099)"
90017,LOS ANGELES,5143019104,2021,00067,5143-019-104,"1234 WILSHIRE BLVD, NO   324  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,1030,2,2,1,20191206,176813.00,2020,474869.00,2020,651682.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,651682.00,0.00,651682.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 81 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   324,LOS ANGELES CA,90017,20215143019104,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143019038,2021,00067,5143-019-038,"1234 WILSHIRE BLVD, NO   132  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,990,2,2,1,20180710,257641.00,2019,386462.00,2019,644103.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,644103.00,0.00,644103.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 15 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   132,LOS ANGELES CA,90017,20215143019038,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143027131,2021,00067,5143-027-131,"1010 WILSHIRE BLVD, NO   809  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1000,1,1,1,20061002,14827.00,2005,171441.00,2008,186268.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,186268.00,0.00,186268.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 809 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   809,LOS ANGELES CA,90017,20215143027131,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143019072,2021,00067,5143-019-072,"1234 WILSHIRE BLVD, NO   231  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,960,2,2,1,20171005,184417.00,2007,430734.00,2007,615151.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,615151.00,0.00,615151.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 49 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   231,LOS ANGELES CA,90017,20215143019072,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143019115,2021,00067,5143-019-115,"1234 WILSHIRE BLVD, NO   335  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,1130,1,1,1,20130611,341292.00,2013,146753.00,2013,488045.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,488045.00,0.00,488045.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 92 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   335,LOS ANGELES CA,90017,20215143019115,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143027152,2021,00067,5143-027-152,"1010 WILSHIRE BLVD, NO   915  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1390,2,2,1,20061002,14827.00,2005,238309.00,2008,253136.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,253136.00,0.00,253136.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 915 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   915,LOS ANGELES CA,90017,20215143027152,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143019066,2021,00067,5143-019-066,"1234 WILSHIRE BLVD, NO   225  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,680,1,1,1,20201208,290000.00,2021,200000.00,2021,490000.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,490000.00,0.00,490000.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 43 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   225,LOS ANGELES CA,90017,20215143019066,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143027047,2021,00067,5143-027-047,"1010 WILSHIRE BLVD, NO   215  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1390,2,2,1,20061002,14827.00,2005,238309.00,2008,253136.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,253136.00,0.00,253136.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 215 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   215,LOS ANGELES CA,90017,20215143027047,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5144006037,2021,00211,5144-006-037,"655 S HOPE ST, NO   606  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1964,2000,550,1,1,1,20200424,245517.00,2020,163678.00,2020,409195.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,409195.00,0.00,409195.00,,09,09296,TR=67656 LOT 1 CONDO UNIT 6 (AIRSPACE AND 1/81 INT IN COMMON AREA),655,,S,HOPE ST,NO   606,LOS ANGELES CA,90017,20215144006037,34.048372319999999,-118.25769099,"(34.04837232, -118.25769099)"
90017,LOS ANGELES,5143019048,2021,00067,5143-019-048,"1234 WILSHIRE BLVD, NO   207  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,1280,2,2,1,20200722,200000.00,2021,485000.00,2021,685000.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,685000.00,0.00,685000.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 25 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   207,LOS ANGELES CA,90017,20215143019048,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5144006052,2021,00211,5144-006-052,"655 S HOPE ST, NO   806  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1964,2000,600,1,1,1,20110427,71013.00,2011,137294.00,2011,208307.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,208307.00,0.00,208307.00,,09,09296,TR=67656 LOT 1 CONDO UNIT 21 (AIRSPACE AND 1/81 INT IN COMMON AREA),655,,S,HOPE ST,NO   806,LOS ANGELES CA,90017,20215144006052,34.048372319999999,-118.25769099,"(34.04837232, -118.25769099)"
90017,LOS ANGELES,5143019087,2021,00067,5143-019-087,"1234 WILSHIRE BLVD, NO   307  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,1280,2,2,1,20191126,200657.00,2020,468200.00,2020,668857.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,668857.00,0.00,668857.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 64 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   307,LOS ANGELES CA,90017,20215143019087,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143019143,2021,00067,5143-019-143,"1234 WILSHIRE BLVD, NO   423  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,680,1,1,1,20070322,136146.00,2007,274777.00,2007,410923.00,7000.00,0.00,0.00,0.00,0.00,0.00,Y,410923.00,7000.00,403923.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 120 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   423,LOS ANGELES CA,90017,20215143019143,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143027092,2021,00067,5143-027-092,"1010 WILSHIRE BLVD, NO   515  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1390,2,2,1,20061002,14827.00,2005,238309.00,2008,253136.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,253136.00,0.00,253136.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 515 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   515,LOS ANGELES CA,90017,20215143027092,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143027141,2021,00067,5143-027-141,"1010 WILSHIRE BLVD, NO   904  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1240,2,2,1,20061002,14827.00,2005,212589.00,2008,227416.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,227416.00,0.00,227416.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 904 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   904,LOS ANGELES CA,90017,20215143027141,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143027105,2021,00067,5143-027-105,"1010 WILSHIRE BLVD, NO   613  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,720,1,1,1,20061002,14827.00,2005,123436.00,2008,138263.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,138263.00,0.00,138263.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 613 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   613,LOS ANGELES CA,90017,20215143027105,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143019043,2021,00067,5143-019-043,"1234 WILSHIRE BLVD, NO   202  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,1140,2,2,1,20141126,444128.00,2015,188752.00,2015,632880.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,632880.00,0.00,632880.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 20 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   202,LOS ANGELES CA,90017,20215143019043,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143019175,2021,00067,5143-019-175,"1234 WILSHIRE BLVD, NO   515  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,700,1,1,1,20150501,157662.00,2015,319770.00,2015,477432.00,7000.00,0.00,0.00,0.00,0.00,0.00,Y,477432.00,7000.00,470432.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 152 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   515,LOS ANGELES CA,90017,20215143019175,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143027036,2021,00067,5143-027-036,"1010 WILSHIRE BLVD, NO   204  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1240,2,2,1,20061002,14827.00,2005,212589.00,2008,227416.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,227416.00,0.00,227416.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 204 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   204,LOS ANGELES CA,90017,20215143027036,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143027130,2021,00067,5143-027-130,"1010 WILSHIRE BLVD, NO   808  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1000,1,1,1,20061002,14827.00,2005,171441.00,2008,186268.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,186268.00,0.00,186268.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 808 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   808,LOS ANGELES CA,90017,20215143027130,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143019120,2021,00067,5143-019-120,"1234 WILSHIRE BLVD, NO   340  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,1140,2,2,1,20150914,270786.00,2016,406178.00,2016,676964.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,676964.00,0.00,676964.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 97 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   340,LOS ANGELES CA,90017,20215143019120,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143019055,2021,00067,5143-019-055,"1234 WILSHIRE BLVD, NO   214  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,920,1,1,1,20070223,139861.00,2007,328001.00,2007,467862.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,467862.00,0.00,467862.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 32 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   214,LOS ANGELES CA,90017,20215143019055,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143027058,2021,00067,5143-027-058,"1010 WILSHIRE BLVD, NO   311  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1030,1,1,1,20061002,14827.00,2005,176585.00,2008,191412.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,191412.00,0.00,191412.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 311 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   311,LOS ANGELES CA,90017,20215143027058,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143019041,2021,00067,5143-019-041,"1234 WILSHIRE BLVD, NO   135  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,1130,1,2,1,20100406,176991.00,2007,413405.00,2007,590396.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,590396.00,0.00,590396.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 18 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   135,LOS ANGELES CA,90017,20215143019041,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143019174,2021,00067,5143-019-174,"1234 WILSHIRE BLVD, NO   514  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,920,1,1,1,20201102,214000.00,2021,325000.00,2021,539000.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,539000.00,0.00,539000.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 151 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   514,LOS ANGELES CA,90017,20215143019174,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143019142,2021,00067,5143-019-142,"1234 WILSHIRE BLVD, NO   422  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,680,1,1,1,20200724,200000.00,2021,286000.00,2021,486000.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,486000.00,0.00,486000.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 119 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   422,LOS ANGELES CA,90017,20215143019142,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143027106,2021,00067,5143-027-106,"1010 WILSHIRE BLVD, NO   614  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1110,1,1,1,20061002,14827.00,2005,190302.00,2008,205129.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,205129.00,0.00,205129.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 614 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   614,LOS ANGELES CA,90017,20215143027106,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143027046,2021,00067,5143-027-046,"1010 WILSHIRE BLVD, NO   214  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1110,1,1,1,20061002,14827.00,2005,190302.00,2008,205129.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,205129.00,0.00,205129.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 214 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   214,LOS ANGELES CA,90017,20215143027046,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5144006056,2021,00211,5144-006-056,"655 S HOPE ST, NO   902  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1964,2000,930,2,2,1,20130208,284410.00,2013,284410.00,2013,568820.00,7000.00,0.00,0.00,0.00,0.00,0.00,Y,568820.00,7000.00,561820.00,,09,09296,TR=67656 LOT 1 CONDO UNIT 25 (AIRSPACE AND 1/81 INT IN COMMON AREA),655,,S,HOPE ST,NO   902,LOS ANGELES CA,90017,20215144006056,34.048372319999999,-118.25769099,"(34.04837232, -118.25769099)"
90017,LOS ANGELES,5143027096,2021,00067,5143-027-096,"1010 WILSHIRE BLVD, NO   604  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1240,2,2,1,20061002,14827.00,2005,212589.00,2008,227416.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,227416.00,0.00,227416.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 604 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   604,LOS ANGELES CA,90017,20215143027096,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143027145,2021,00067,5143-027-145,"1010 WILSHIRE BLVD, NO   908  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1000,1,1,1,20061002,14827.00,2005,171441.00,2008,186268.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,186268.00,0.00,186268.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 908 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   908,LOS ANGELES CA,90017,20215143027145,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143027113,2021,00067,5143-027-113,"1010 WILSHIRE BLVD, NO   706  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1020,2,2,1,20061002,14827.00,2005,174872.00,2008,189699.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,189699.00,0.00,189699.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 706 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   706,LOS ANGELES CA,90017,20215143027113,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5143019098,2021,00067,5143-019-098,"1234 WILSHIRE BLVD, NO   318  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,830,1,1,1,20190102,163860.00,2019,382340.00,2019,546200.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,546200.00,0.00,546200.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 75 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   318,LOS ANGELES CA,90017,20215143019098,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143019130,2021,00067,5143-019-130,"1234 WILSHIRE BLVD, NO   410  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,1020,2,2,1,20070216,206698.00,2007,418355.00,2007,625053.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,625053.00,0.00,625053.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 107 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   410,LOS ANGELES CA,90017,20215143019130,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143019051,2021,00067,5143-019-051,"1234 WILSHIRE BLVD, NO   210  LOS ANGELES CA  90017",CND,010C,Residential,Single Family Residence,,Condominium,1,2006,2006,1020,2,2,1,20080821,191846.00,2007,396076.00,2007,587922.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,587922.00,0.00,587922.00,,09,09392,TR=65289 LOT 1 CONDO UNIT 28 (AIRSPACE AND 1/198 INT IN COMMON AREA),1234,,,WILSHIRE BLVD,NO   210,LOS ANGELES CA,90017,20215143019051,34.053079830000001,-118.26609978,"(34.05307983, -118.26609978)"
90017,LOS ANGELES,5143027086,2021,00067,5143-027-086,"1010 WILSHIRE BLVD, NO   509  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1960,2000,1000,1,1,1,20061002,14827.00,2005,171441.00,2008,186268.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,186268.00,0.00,186268.00,,23,23498,TR=62400 POR LOT 1 CONDO UNIT 509 (AIRSPACE AND 1/227 INT IN COMMON AREA),1010,,,WILSHIRE BLVD,NO   509,LOS ANGELES CA,90017,20215143027086,34.051509609999997,-118.26222476,"(34.05150961, -118.26222476)"
90017,LOS ANGELES,5144006041,2021,00211,5144-006-041,"655 S HOPE ST, NO   702  LOS ANGELES CA  90017",CND,01HE,Residential,Single Family Residence,High Rise 5 Stories or More,Condo Conversion,1,1964,2000,930,2,2,1,20121026,113762.00,2013,398173.00,2013,511935.00,0.00,0.00,0.00,0.00,0.00,0.00,Y,511935.00,0.00,511935.00,,09,09296,TR=67656 LOT 1 CONDO UNIT 10 (AIRSPACE AND 1/81 INT IN COMMON AREA),655,,S,HOPE ST,NO   702,LOS ANGELES CA,90017,20215144006041,34.048372319999999,-118.25769099,"(34.04837232, -118.25769099)"
